"tree" "sp" "Y" "X" "elev" "fullname" "mlim" "DBH" "FL2010" "FL2014" "FL2015" "dead" "mort" "Xm" "Ym" "FL" "N" "E" "S" "W" "seedlings" "NFC" "sBA" "GI" "HF" "GI_II" "HF_II" "FL_inst" "GI_Tor" "HF_Tor" "GI_III" "HF_III" "GI_IV"
"1589" "8LPTOM21" "Ptom" 5.86085 117.9495167 17 "Parashorea_tomentella" 50 70 1 1 0 "0" 0 891.8416 862.3475 NA NA NA NA NA NA 17.3879748173461 380.026302529214 74.7556378066077 279.316831331742 1.06793768295154 3.99024044759632 NA 1.11031449699492 4.33888291326789 0.0116245626784599 0.0484263256132705 1.4481553522579
"1590" "8LPTOM22" "Ptom" 5.860733333 117.9493833 13 "Parashorea_tomentella" 50 55.1 0 1 0 "0" 0 877.0944 849.4242 NA NA NA NA NA NA 13.3002217492448 380.026302529214 79.9332994981958 299.043318057106 1.45069509071136 5.42728344931228 NA 1.487977515696 5.74156588884489 0.0148777360086624 0.0600543611646887 1.90110567672137
"1591" "8LPTOM23" "Ptom" 5.861683333 117.9490333 14 "Parashorea_tomentella" 50 85 1 0 0 "0" 0 838.1675 954.3874 NA NA NA NA NA NA 41.725436296458 380.026302529214 30.4076140954677 299.835878382372 0.357736636417267 3.52748092214555 NA 0.504800131014153 4.40719178168199 0.00398571189763123 0.0395401938663931 0.429845393205458
"1592" "8LPTOM24" "Ptom" 5.860116667 117.9487 19 "Parashorea_tomentella" 50 57.8 0 1 0 "0" 0 801.56 781.1197 NA NA NA NA NA NA 16.7087159368207 380.026302529214 55.1409169825107 253.177483774783 0.953995103503645 4.38023328330075 NA 0.972676361522815 4.55644259277613 0.0112543509672086 0.0569411530907322 1.10192453130273
"1593" "8LPtom25" "Ptom" 5.8614 117.9497167 21 "Parashorea_tomentella" 50 75.4035863826688 NA 1 0 "0" 0 913.8811 923.1911 NA NA NA NA NA NA 20.6274704843472 380.026302529214 73.971717784996 401.137367321797 0.981010603522143 5.319871196657 NA 1.06462450704523 5.92239871624663 0.0115190339057586 0.0616937426871791 1.15631123528517
"1594" "8LPTOM3" "Ptom" 5.860266667 117.9490333 17.28832 "Parashorea_tomentella" 50 80 1 1 0 "0" 0 838.4324 797.7656 NA NA NA NA NA NA 9.21301320740352 380.026302529214 119.200204495641 366.748859622435 1.49000255619552 4.58436074528044 NA 1.5122698532669 4.78610805284978 0.0200495825557218 0.0601488445521557 1.66773983584818
"1595" "8LPTOM4" "Ptom" 5.86035 117.9490333 17 "Parashorea_tomentella" 50 65 1 1 0 "0" 0 838.4168 806.9786 NA NA NA NA NA NA 9.21301320740352 380.026302529214 106.436915134596 385.190673932687 1.63749100207071 5.92601036819519 NA 1.66184956653483 6.14579787425452 0.0196446400951593 0.0725800638162728 1.80543836844619
"1596" "8LPTOM5" "Ptom" 5.860566667 117.9488 18 "Parashorea_tomentella" 50 100 1 0 0 "0" 0 812.5472 830.8889 "Once" 7 5 2 7 21 35.226959140043 380.026302529214 58.0095182062701 401.602038687152 0.580095182062701 4.01602038687152 "Once" 0.61041277193589 4.29301579005702 0.00675262560479039 0.0467853987441667 0.709446804053785
"1597" "8LPTOM6" "Ptom" 5.860266667 117.9493333 15 "Parashorea_tomentella" 50 75 1 1 0 "0" 0 871.6461 797.8218 NA NA NA NA NA NA 33.2137475472933 380.026302529214 62.1097851581995 712.698720998052 0.828130468775993 9.50264961330736 NA 0.850430762861487 9.70042878012765 0.00970632416563042 0.182653374621905 1.04119154104839
"1598" "8LPTOM7" "Ptom" 5.859983333 117.9494333 20 "Parashorea_tomentella" 50 75 1 1 0 "0" 0 882.7703 766.5161 NA NA NA NA NA NA 31.3945496582144 380.026302529214 75.6669905957777 1258.25674667082 1.0088932079437 16.7767566222776 NA 1.02513635032358 16.9215407261034 0.0117547231926042 0.202553888385589 2.26715140770626
"1599" "8LPTOM8" "Ptom" 5.859983333 117.9495 22.73973 "Parashorea_tomentella" 50 58 0 1 0 "0" 0 890.1548 766.5286 NA NA NA NA NA NA 7.38451057951209 380.026302529214 135.212727866471 419.815572010803 2.33125392873225 7.23819951742764 NA 2.34745095200288 7.38237687854329 0.0294631135167266 0.0909876230771113 2.50440844895352
"1600" "8LPTOM9" "Ptom" 5.860483333 117.9497333 14 "Parashorea_tomentella" 50 66.4 0 0 0 "0" 0 915.8904 821.8506 NA NA NA NA NA NA 18.2564429977843 380.026302529214 57.5441398875045 542.242778976236 0.866628612763622 8.16630691229271 NA 0.894425679484796 8.40634969676924 0.0102855773971933 0.0869205655847526 1.03081875383617
"1601" "8MPmal11" "Ptom" 5.860966667 117.9509167 24 "Parashorea_tomentella" 50 85 1 1 0 "0" 0 1046.8168 875.5083 NA NA NA NA NA NA 40.4365140695834 380.026302529214 37.4669492538337 274.668273539031 0.440787638280397 3.23139145340036 NA 0.479659648582285 3.57850607740213 0.00474240096337169 0.0387664514870516 0.541037364408845
"1602" "8MPtom1" "Ptom" 5.860066667 117.9501333 20 "Parashorea_tomentella" 50 95 1 1 0 "0" 0 960.2533 775.8604 NA NA NA NA NA NA 34.6561460473162 380.026302529214 48.1765229639009 1257.0220003045 0.507121294356851 13.2318105295211 NA 0.523989855005454 13.3840958781166 0.00580629447806953 0.14458567821366 0.611635490255189
"1603" "8MPtom10" "Ptom" 5.86095 117.9502667 23 "Parashorea_tomentella" 50 120 1 1 0 "0" 0 974.857 873.5437 NA NA NA NA NA NA 53.1863114503089 380.026302529214 52.9795347374111 705.002835607023 0.441496122811759 5.87502363005852 NA 0.485011407972703 6.23477541796832 0.00497012143907363 0.0710925254318181 0.616008088612028
"1604" "8MPtom11" "Ptom" 5.860433333 117.9506167 15 "Parashorea_tomentella" 50 125 1 1 0 "0" 0 1013.703 816.4884 NA NA NA NA NA NA 67.1379536036945 380.026302529214 46.0240956875588 555.171946012595 0.36819276550047 4.44137556810076 NA 0.391709242869541 4.65642811543499 0.00413168509345584 0.053137690910143 0.45723555312127
"1605" "8MPtom2" "Ptom" 5.860716667 117.9511833 29 "Parashorea_tomentella" 50 80 1 1 0 "0" 0 1076.3795 847.9192 NA NA NA NA NA NA 40.4365140695834 380.026302529214 31.8437667630255 373.535236087848 0.398047084537819 4.6691904510981 NA 0.42661950161379 4.94143737635432 0.00433205249076753 0.0539657849170917 0.575907998234786
"1606" "8MPtom3" "Ptom" 5.860766667 117.9514167 22 "Parashorea_tomentella" 50 61.7 0 0 0 "0" 0 1102.2104 853.4908 NA NA NA NA NA NA 26.4249526276458 380.026302529214 33.66486477025 613.923303980595 0.54562179530389 9.95013458639538 NA 0.57434864401205 10.2320648940398 0.00612444729474178 0.100586789212836 0.657358303520365
"1607" "8MPtom4" "Ptom" 5.861366667 117.9513333 25.26873 "Parashorea_tomentella" 50 80 1 1 0 "0" 0 1092.8645 919.8091 NA NA NA NA NA NA 21.6009348282307 380.026302529214 50.219648054089 160.954542462287 0.627745600676112 2.01193178077859 NA 0.680903208630801 2.50499348624195 0.00644621678002148 0.02329897111366 0.724708151125195
"1608" "8MPtom5" "Ptom" 5.861433333 117.9515167 26 "Parashorea_tomentella" 50 100 1 0 0 "0" 0 1113.1566 927.2139 NA NA NA NA NA NA 21.6009348282307 380.026302529214 48.5728636284855 168.336826558198 0.485728636284855 1.68336826558198 NA 0.539346080627765 2.20124020822662 0.00550268766482307 0.020368634340622 0.599856514314938
"1609" "8MPtom6" "Ptom" 5.861483333 117.9510833 15 "Parashorea_tomentella" 50 110 1 1 0 "0" 0 1065.1646 932.6604 NA NA NA NA NA NA 29.171117938345 380.026302529214 55.2321060799876 221.87374212345 0.502110055272614 2.01703401930409 NA 0.568745241782162 2.58778352566829 0.00544069445877938 0.0236319450416443 0.582875439477836
"1610" "8MPtom7" "Ptom" 5.8614 117.9508333 18 "Parashorea_tomentella" 50 107 1 1 0 "0" 0 1037.5022 923.4005 NA NA NA NA NA NA 29.171117938345 380.026302529214 49.4479665657102 323.074247605693 0.462130528651497 3.01938549164199 NA 0.526393747970365 3.55007743921455 0.00489063895816096 0.0352527831559159 0.551514518651969
"1611" "8MPtom8" "Ptom" 5.861416667 117.95015 24 "Parashorea_tomentella" 50 100 1 1 0 "0" 0 961.8495 925.1149 NA NA NA NA NA NA 53.1863114503089 380.026302529214 40.1849283495352 356.565712870153 0.401849283495352 3.56565712870153 NA 0.480048339881138 4.13991571306199 0.00446991087142536 0.0466293086558079 0.744155874724769
"1612" "8MPtom9" "Ptom" 5.861233333 117.9502667 22 "Parashorea_tomentella" 50 54.5 0 1 0 "0" 0 974.8039 904.868 NA NA NA NA NA NA 24.0365022199422 380.026302529214 36.1901459516511 268.996704821781 0.664039375259654 4.93571935452809 NA 0.724168791575335 5.40697764346713 0.0069307516686104 0.0608869063533895 0.816343341082654
"1613" "8NPtom1" "Ptom" 5.8615 117.9519667 26 "Parashorea_tomentella" 50 110 0 1 NA "0" 0 1162.9645 934.6689 NA NA NA NA NA NA 50.3627235900973 380.026302529214 38.2692692201864 170.256407765387 0.34790244745624 1.54778552513988 NA 0.397742261142866 2.07755904188982 0.00377110784115653 0.0187820400464529 0.412229199679558
"1614" "8NPtom10" "Ptom" 5.8604 117.9520167 20.50924 "Parashorea_tomentella" 50 100 0 1 0 "0" 0 1168.7065 813.066 NA NA NA NA NA NA 12.8983185919724 380.026302529214 129.798241538794 313.083649748766 1.29798241538794 3.13083649748766 NA 1.31692705347371 3.3353847789881 0.0136719099332557 0.0371475665284161 1.88951424933393
"1615" "8NPtom11" "Ptom" 5.860733333 117.95175 23 "Parashorea_tomentella" 50 90 1 1 0 "0" 0 1139.117 849.8681 NA NA NA NA NA NA 24.8118524258252 380.026302529214 55.3337114272053 434.873552470161 0.614819015857836 4.83192836077956 NA 0.641094009298643 5.10373996733744 0.00655836360535631 0.0663647030350017 0.910623634672966
"1616" "8NPtom12" "Ptom" 5.860016667 117.95235 27 "Parashorea_tomentella" 50 55 0 0 1 "0" 0 1205.6788 770.7486 NA NA NA NA NA NA 66.463105254939 380.026302529214 15.1602843756933 132.514165437154 0.275641534103515 2.40934846249371 NA 0.289664424869445 2.5589687908567 0.00306729906130174 0.0298994701603526 1.32838630913382
"1617" "8NPtom13" "Ptom" 5.860333333 117.9522 26 "Parashorea_tomentella" 50 70 0 1 0 "0" 0 1189.0126 805.73 NA NA NA NA NA NA 28.6819539169553 380.026302529214 38.375957273403 162.411374230887 0.548227961048615 2.32016248901268 NA 0.566076730143299 2.51527686532141 0.00597777335994749 0.0283947497563327 0.996483450412908
"1618" "8NPtom14" "Ptom" 5.861483333 117.9531333 22 "Parashorea_tomentella" 50 80 1 1 1 "0" 0 1292.1244 933.0456 NA NA NA NA NA NA 16.9981877817095 380.026302529214 42.1811255320194 177.175854139895 0.527264069150242 2.21469817674869 NA 0.56618882122506 2.79422950143672 0.00577641183253045 0.0262424577831314 0.584420630896874
"1619" "8NPtom15" "Ptom" 5.8616 117.9530333 27 "Parashorea_tomentella" 50 92 1 0 1 "0" 0 1281.0313 945.9251 NA NA NA NA NA NA 16.9981877817095 380.026302529214 45.2220390974428 205.020525574208 0.491543903233074 2.22848397363269 NA 0.53381642764509 2.87735079020803 0.00580743199077245 0.0261596583370547 0.546793971529618
"1620" "8NPtom16" "Ptom" 5.86045 117.9529167 31 "Parashorea_tomentella" 50 100 0 0 1 "0" 0 1268.3382 818.763 NA NA NA NA NA NA 67.0679179377437 380.026302529214 26.1983791562682 455.466855037434 0.261983791562682 4.55466855037434 NA 0.282619126362232 4.78684623102667 0.00291323295608998 0.0506836520938349 0.369640242714368
"1621" "8NPtom2" "Ptom" 5.861233333 117.9523833 30 "Parashorea_tomentella" 50 80 1 1 0 "0" 0 1209.1372 905.2654 NA NA NA NA NA NA 50.1329293668599 380.026302529214 27.8843118263204 184.767600956192 0.348553897829005 2.3095950119524 NA 0.384477452863305 2.72816864160858 0.00371759230231441 0.0312921616904268 0.466192690527852
"1622" "8NPtom3" "Ptom" 5.861666667 117.9525167 24.33229 "Parashorea_tomentella" 50 115 1 1 1 "0" 0 1223.8249 953.1985 NA NA NA NA NA NA 50.1329293668599 380.026302529214 29.5441708692681 153.056806310089 0.25690583364581 1.33092875052251 NA 0.305889097652061 1.95868346313187 0.00291083319787756 0.0170224354355703 0.334407407800011
"1623" "8NPtom4" "Ptom" 5.860766667 117.9524 30.19327 "Parashorea_tomentella" 50 93 1 1 1 "0" 0 1211.0737 853.6755 NA 17 9 16 8 50 32.2192184415199 380.026302529214 41.8220891930047 394.374838557489 0.449699883795749 4.24058966190848 NA 0.474852362354876 4.5253406837751 0.00486384807887778 0.0551638330374219 0.634676410207836
"1624" "8NPtom5" "Ptom" 5.860883333 117.9519167 26 "Parashorea_tomentella" 50 100 1 1 1 "0" 0 1157.5446 866.4829 NA NA NA NA NA NA 24.8118524258252 380.026302529214 64.3850089216459 264.066515922234 0.643850089216459 2.64066515922234 NA 0.673057531266663 2.94928844100553 0.00698956325592887 0.0324695137466612 0.867642464919646
"1625" "8NPtom6" "Ptom" 5.8607 117.9521167 23 "Parashorea_tomentella" 50 105 1 0 1 "0" 0 1179.7214 846.2518 NA NA NA NA NA NA 18.1533017847047 380.026302529214 93.7945337914798 332.393267415497 0.89328127420457 3.16565016586187 NA 0.917636952944001 3.43126545808212 0.010029999692164 0.0392918309069859 1.28603489021842
"1626" "8NPtom7" "Ptom" 5.86055 117.95195 23 "Parashorea_tomentella" 50 110 0 0 1 "0" 0 1161.2938 829.637 NA NA NA NA NA NA 8.25303882997133 380.026302529214 306.105510190231 515.20265923404 2.78277736536573 4.68366053849127 NA 2.80448647606786 4.91624170657203 0.0290505960773249 0.0535178060124359 3.23356671970053
"1627" "8NPtom8" "Ptom" 5.86055 117.95205 24 "Parashorea_tomentella" 50 71 1 1 1 "0" 0 1172.3651 829.6558 NA NA NA NA NA NA 5.21279699400107 380.026302529214 336.802881352704 469.246840461126 4.74370255426343 6.60911042902995 NA 4.76523192492471 6.84248454567186 0.0439725082663368 0.0678580390233673 6.16778619940368
"1628" "8NPtom9" "Ptom" 5.860516667 117.9520167 22.88049 "Parashorea_tomentella" 50 110 1 1 0 "0" 0 1168.6846 825.9643 NA NA NA NA NA NA 5.21279699400107 380.026302529214 349.141429126305 551.661484462785 3.17401299205732 5.01510440420714 NA 3.194986724728 5.24159579349188 0.0426826072392634 0.0662789338030597 5.57360414469518
"1629" "8OPtom1" "Ptom" 5.8616 117.95405 21.64022 "Parashorea_tomentella" 50 69.9 1 1 1 "0" 0 1393.5923 946.1164 NA NA NA NA NA NA 29.1711285778218 380.026302529214 24.0658305443494 131.328817132404 0.344289421235328 1.87880997328188 NA 0.387579200591674 2.63682418374101 0.00428840693543197 0.021992889432531 0.386300248070114
"1630" "8OPtom10" "Ptom" 5.860383333 117.95485 23.24254 "Parashorea_tomentella" 50 119 1 1 0 "0" 0 1482.391 811.7564 NA NA NA NA NA NA 27.4232216315186 380.026302529214 82.0921233969291 456.083435907217 0.689849776444782 3.83263391518669 NA 0.727600120766299 4.1444071465177 0.00718140475481615 0.0457577314511014 0.837718553768691
"1631" "8OPtom11" "Ptom" 5.860216667 117.9546167 15.25771 "Parashorea_tomentella" 50 105 1 1 1 "0" 0 1456.5931 793.2864 NA NA NA NA NA NA 27.6392399613063 380.026302529214 66.8501347943465 371.880688364987 0.636667950422348 3.5417208415713 NA 0.669887816514072 3.80772566209096 0.00623823462013619 0.0419327576659374 0.746722034260924
"1632" "8OPtom12" "Ptom" 5.8601 117.9541333 17.48329 "Parashorea_tomentella" 50 61 0 0 1 "0" 0 1403.0967 780.297 NA NA NA NA NA NA 23.9540347465996 380.026302529214 35.4324045401999 187.100566047803 0.58085909082295 3.06722239422627 NA 0.607025920424376 3.28829139068742 0.00606053584901411 0.0390948730213505 0.669635262672034
"1633" "8OPtom13" "Ptom" 5.860183333 117.9537667 22.03914 "Parashorea_tomentella" 50 85 1 0 0 "0" 0 1362.4938 789.441 NA NA NA NA NA NA 43.181246582401 380.026302529214 26.5555260724355 252.667564145151 0.312417953793359 2.97255957817824 NA 0.335364569930143 3.18991203350919 0.00337896639565074 0.0346859733313168 1.61823195481016
"1634" "8OPtom2" "Ptom" 5.861516667 117.9543 20.24834 "Parashorea_tomentella" 50 66.2 1 1 1 "0" 0 1421.286 936.9505 NA NA NA NA NA NA 13.0508715896871 380.026302529214 58.5356799332667 162.699560799418 0.884224772405841 2.45769729304257 NA 0.927729154478021 3.17289458443925 0.0117929173177892 0.0317151462049217 0.927633757697247
"1635" "8OPtom3" "Ptom" 5.861616667 117.95445 18.80478 "Parashorea_tomentella" 50 90 1 1 1 "0" 0 1437.874 948.0344 NA NA NA NA NA NA 9.92338537792225 380.026302529214 94.868617246479 212.948770243645 1.0540957471831 2.36609744715161 NA 1.10085209214153 3.18698356184959 0.0154714439647754 0.0312858535066435 1.09518145933362
"1636" "8OPtom4" "Ptom" 5.861533333 117.9544167 16 "Parashorea_tomentella" 50 63.4 1 1 1 "0" 0 1434.203 938.815 NA NA NA NA NA NA 9.92338537792225 380.026302529214 98.7931786259983 200.742408957474 1.55825202880124 3.166284052957 NA 1.60309635918552 3.90429611065245 0.0189715205276604 0.0388282446639563 1.60133861032595
"1637" "8OPtom5" "Ptom" 5.860166667 117.9537 19 "Parashorea_tomentella" 50 70 0 0 0 "0" 0 1355.1124 787.586 NA NA NA NA NA NA 7.61091919279549 380.026302529214 122.860407842552 303.966857786879 1.75514868346502 4.34238368266971 NA 1.77736213125964 4.55426252992761 0.0204058552581912 0.0510038745896174 1.84556606655581
"1638" "8OPtom6" "Ptom" 5.860316667 117.9541333 28.32565 "Parashorea_tomentella" 50 110 1 1 1 "0" 0 1403.0559 804.251 NA 1 8 6 0 15 43.181246582401 380.026302529214 42.9896419647 284.534876123837 0.390814926951818 2.58668069203488 NA 0.418523879310309 2.84408771376127 0.00423832361353167 0.032115777469557 0.582222250491549
"1639" "8OPtom7" "Ptom" 5.86065 117.95445 34 "Parashorea_tomentella" 50 90 1 1 1 "0" 0 1438.0559 841.1629 NA NA NA NA NA NA 27.4123294765605 380.026302529214 48.4054065888892 376.541212367749 0.537837850987658 4.18379124853055 NA 0.57198002903509 4.52963022511767 0.00527760313737209 0.0459246625857483 0.619741230086888
"1640" "8OPtom8" "Ptom" 5.861416667 117.9549833 23 "Parashorea_tomentella" 50 80 1 1 1 "0" 0 1496.9545 926.0236 NA NA NA NA NA NA 32.7490729213995 380.026302529214 38.1146172220093 155.716003824403 0.476432715275116 1.94645004780504 NA 0.525643460103265 2.62792459745468 0.00518343344098033 0.022725247015097 0.527318578743139
"1641" "8OPtom9" "Ptom" 5.860466667 117.9546167 20 "Parashorea_tomentella" 50 130 1 1 1 "0" 0 1456.5461 820.9256 NA NA NA NA NA NA 27.4123294765605 380.026302529214 93.0859821029938 497.617547318418 0.716046016176876 3.82782728706475 NA 0.750922625201871 4.14191397467998 0.00740467937817142 0.0450942179155196 0.816116266687249
"1642" "8PPtom1" "Ptom" 5.861472222 117.9552778 22 "Parashorea_tomentella" 50 75 1 1 1 "0" 0 1529.5488 932.221 NA NA NA NA NA NA 3.07100440246791 380.026302529214 1080.98960505928 1209.53221305073 14.4131947341238 16.1270961740097 NA 14.4673547692 16.8800061624137 0.113439063016731 0.134006230951641 14.4637634227828
"1643" "8PPtom10" "Ptom" 5.860805556 117.9565556 7.17707 "Parashorea_tomentella" 50 55 0 0 0 "0" 0 1671.1425 858.7576 NA NA NA NA NA NA 18.6986642840886 380.026302529214 46.3909078153972 132.938568264359 0.843471051189039 2.41706487753379 NA 0.925407813154109 3.00357747997206 0.00919676189510766 0.0275247763402076 0.970799767726641
"1644" "8PPtom11" "Ptom" 5.860833333 117.9563611 9.50978 "Parashorea_tomentella" 50 110 1 1 0 "0" 0 1649.6038 861.7919 NA NA NA NA NA NA 39.9782580017062 380.026302529214 37.3436013114389 393.870473703048 0.339487284649445 3.58064067002771 NA 0.414281495918199 4.1504421338201 0.003881803863788 0.0388391024155432 0.571709861999404
"1645" "8PPtom12" "Ptom" 5.861611111 117.9553056 24 "Parashorea_tomentella" 50 84.2 1 1 1 "0" 0 1532.6004 947.5814 NA NA NA NA NA NA 15.6605922851019 380.026302529214 77.5746179696758 198.740390885569 0.921313752608976 2.36033718391412 NA 0.97801113359981 3.2302047734022 0.0097567129920063 0.0274150309832646 0.966644525460505
"1646" "8PPtom13" "Ptom" 5.861444444 117.9552778 22 "Parashorea_tomentella" 50 130 1 1 1 "0" 0 1529.554 929.15 NA NA NA NA NA NA 3.07100440246791 380.026302529214 1102.99654801332 1337.26639367416 8.48458883087168 10.2866645667243 NA 8.5383628548978 11.0204603961633 0.112288056123985 0.13374723588251 8.53644078380028
"1647" "8PPtom14" "Ptom" 5.861472222 117.9558333 31 "Parashorea_tomentella" 50 95 1 1 1 "0" 0 1591.0494 932.3258 NA NA NA NA NA NA 60.4071099487769 380.026302529214 24.744757634218 283.840521990586 0.260471132991769 2.98779496832196 NA 0.324392009160928 3.82908477842589 0.00288606538508157 0.0435472577163884 0.322400962737453
"1648" "8PPtom15" "Ptom" 5.861277778 117.9564722 9 "Parashorea_tomentella" 50 70 0 1 1 "0" 0 1661.8201 910.9493 NA NA NA NA NA NA 28.3328330281283 380.026302529214 28.9246523547232 116.071617476838 0.413209319353188 1.65816596395483 NA 0.493006180620915 2.44285280548374 0.00457303155368083 0.0193832910393524 0.660510548087841
"1649" "8PPtom16" "Ptom" 5.861083333 117.9566389 10 "Parashorea_tomentella" 50 88 1 1 1 "0" 0 1680.3125 889.4835 NA NA NA NA NA NA 19.6820281885919 380.026302529214 54.880374578084 173.433405435515 0.6236406202055 1.9708341526763 NA 0.709228223619644 2.6777741720576 0.00671087010804832 0.0225068425235975 1.30603782677503
"1650" "8PPtom17" "Ptom" 5.861138889 117.9565556 9 "Parashorea_tomentella" 50 59.1 0 0 1 "0" 0 1671.0797 895.6099 NA NA NA NA NA NA 11.0804951514261 380.026302529214 67.5116011013286 145.101606566769 1.1423282758262 2.45518792837173 NA 1.22475514401373 3.17631225212065 0.012755847180127 0.0281860898154973 1.45260061917472
"1651" "8PPtom2" "Ptom" 5.860666667 117.95525 25 "Parashorea_tomentella" 50 75 1 1 0 "0" 0 1526.6226 843.1562 NA NA NA NA NA NA 43.9828020216698 380.026302529214 33.4299838329755 164.116545524897 0.445733117773007 2.18822060699862 NA 0.492018201236925 2.5942072469027 0.00494988016287565 0.0252514272369971 1.30556584487849
"1652" "8PPtom3" "Ptom" 5.860666667 117.9551667 28 "Parashorea_tomentella" 50 63.1 0 0 1 "0" 0 1517.4003 843.1405 NA NA NA NA NA NA 9.22231336381635 380.026302529214 84.8739569063298 196.215410416159 1.34507063242995 3.10959445984403 NA 1.38986482536448 3.50890568316567 0.0168288190946742 0.0372699324913318 1.46361910903945
"1653" "8PPtom4" "Ptom" 5.860361111 117.9551944 10 "Parashorea_tomentella" 50 70 0 0 1 "0" 0 1520.5245 809.3645 NA NA NA NA NA NA 11.0740752069276 380.026302529214 117.219516480295 245.133091759248 1.67456452114707 3.50190131084639 NA 1.71809852501041 3.83348076287792 0.0199941026003812 0.0416769354751579 1.81202764759974
"1654" "8PPtom5" "Ptom" 5.860277778 117.9551389 7 "Parashorea_tomentella" 50 69.8 1 0 0 "0" 0 1514.3957 800.141 NA NA NA NA NA NA 12.677677945935 380.026302529214 81.6803653317015 209.66888616496 1.17020580704443 3.00385223732035 NA 1.21228857554339 3.31516526011718 0.0122137310334871 0.0343509293664337 1.86956630825746
"1655" "8PPtom6" "Ptom" 5.860305556 117.9554167 25 "Parashorea_tomentella" 50 73 1 1 1 "0" 0 1545.1464 803.2644 NA NA NA NA NA NA 19.4510895172796 380.026302529214 56.1077226463079 725.63609108658 0.768598940360382 9.94022042584356 NA 0.816280216684282 10.2782127885771 0.00858052825159482 0.134975885723523 1.00194507961892
"1656" "8PPtom7" "Ptom" 5.86025 117.95525 13 "Parashorea_tomentella" 50 100 1 0 0 "0" 0 1526.701 797.0909 NA NA NA NA NA NA 12.677677945935 380.026302529214 105.195537693473 287.622658948577 1.05195537693473 2.87622658948577 NA 1.09601708349381 3.19061966362689 0.0135022917287323 0.035669178510596 1.55614382495563
"1657" "8PPtom8" "Ptom" 5.860083333 117.9556111 19 "Parashorea_tomentella" 50 90 1 1 1 "0" 0 1566.7107 778.7328 NA NA NA NA NA NA 14.8850460268142 380.026302529214 69.8244114298802 429.934003703637 0.775826793665336 4.77704448559596 NA 0.827058377853701 5.09206936755311 0.00997683589871327 0.0521473184246555 1.15990171717817
"1658" "8PPtom9" "Ptom" 5.859972222 117.9556944 17 "Parashorea_tomentella" 50 65.5 0 1 1 "0" 0 1575.954 766.4644 NA NA NA NA NA NA 3.9404054422773 380.026302529214 362.615059340397 852.363734763353 5.53610777618927 13.0131867902802 NA 5.58911319507724 13.3187369103316 0.0745044393733797 0.153365180268791 5.62784330686892
"1659" "8QPtom1" "Ptom" 5.860972222 117.9567778 16 "Parashorea_tomentella" 50 100 1 1 1 "0" 0 1695.7114 877.2256 NA NA NA NA NA NA 16.5430108420534 380.026302529214 80.1842847061082 236.427357484233 0.801842847061082 2.36427357484233 NA 0.89336579583229 3.04465563823867 0.00934018153798994 0.0273577676309624 1.04538385290045
"1660" "8QPtom10" "Ptom" 5.861555556 117.9570833 11 "Parashorea_tomentella" 50 90 1 1 1 "0" 0 1729.424 941.7749 NA NA NA NA NA NA 28.9841867231843 380.026302529214 25.6879307126283 134.958042657107 0.285421452362537 1.49953380730118 NA 0.391558377599115 2.64577007310907 0.00346353943116542 0.0172220161804435 0.359134459701985
"1661" "8QPtom11" "Ptom" 5.860972222 117.9570833 17 "Parashorea_tomentella" 50 50 0 0 1 "0" 0 1729.534 877.2833 NA NA NA NA NA NA 12.6638852636153 380.026302529214 50.2497470384084 135.053952232952 1.00499494076817 2.70107904465904 NA 1.11262097574303 3.43458798705485 0.0107139076878853 0.0309246666108159 1.13526472639792
"1662" "8QPtom12" "Ptom" 5.860916667 117.9574167 15.24205 "Parashorea_tomentella" 50 60 0 0 0 "0" 0 1766.456 871.2043 NA NA NA NA NA NA 22.3580701351844 380.026302529214 23.0451414935844 191.535808366424 0.38408569155974 3.19226347277374 NA 0.516003706294833 3.97276102920411 0.00496480271221907 0.0406732171880042 0.501074349890723
"1663" "8QPtom13" "Ptom" 5.861083333 117.9571111 13 "Parashorea_tomentella" 50 100 1 1 1 "0" 0 1732.5909 889.5727 NA NA NA NA NA NA 30.2526473724692 380.026302529214 39.7068593560364 209.33957523486 0.397068593560364 2.0933957523486 NA 0.506063340851309 2.88227239997468 0.00483077854543755 0.0245992423222548 0.827011966572748
"1664" "8QPtom14" "Ptom" 5.861111111 117.9574722 9 "Parashorea_tomentella" 50 58 1 1 0 "0" 0 1772.5639 892.7119 NA NA NA NA NA NA 37.0091588799542 380.026302529214 16.4020038694507 356.89488527105 0.282793170162943 6.15336009088018 NA 0.418102141078618 7.03132350564523 0.00320439905734556 0.0607446371967368 0.47913911241827
"1665" "8QPtom2" "Ptom" 5.860833333 117.9567222 10.89468 "Parashorea_tomentella" 50 80 1 1 1 "0" 0 1689.582 861.86 NA NA NA NA NA NA 16.5430108420534 380.026302529214 59.2268474856313 204.052444681916 0.740335593570391 2.55065555852396 NA 0.829330705264407 3.17075886126914 0.00777632649040547 0.0279266764890326 1.03631580271056
"1666" "8QPtom3" "Ptom" 5.860583333 117.9573611 15 "Parashorea_tomentella" 50 58 0 1 0 "0" 0 1760.3633 834.3415 NA NA NA NA NA NA 59.6318558869438 380.026302529214 12.8820712725635 362.191040191932 0.222104677113165 6.24467310675744 NA 0.350714264598279 6.91073282131979 0.0025613300270542 0.0719142904416882 0.325550498715251
