"tree" "sp" "type" "Y" "X" "X50N" "Y50N" "X50Nc" "Y50Nc" "elev" "side" "fullname" "mlim" "dden" "fsen" "habit" "DBH" "FL2010" "FL2014" "FL2015" "dead" "mort" "Xm" "Ym" "Sum_FF" "Q1" "Q2" "Q3" "Q4" "halfLife"
"1" "12KAcos1" "Acos" "Emergent" 5.854233333 117.9476167 604904.4387 647179.7358 604600.3997 647119.0508 33 "A1" "Anisoptera_costata" 50 0.55 NA "dry" 75 0 0 0 "0" 0 682.7234 130.4762 0 NA NA NA NA 0
"2" "12KAcos2" "Acos" "Emergent" 5.854133333 117.94775 604919.2154 647168.705 604615.1764 647108.02 36.01595 "A1" "Anisoptera_costata" 50 0.55 NA "dry" 63 0 0 0 "0" 0 697.5001 119.4454 0 NA NA NA NA 0
"3" "10KDacc1" "Dacu" "Subcanopy" 5.8566 117.9466167 604793.2842 647441.1995 604489.2452 647380.5145 25 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 56 0 0 0 "0" 0 571.5689 391.9399 0.001282168 NA NA NA NA 6.23947180014276e-20
"4" "11KDACU1" "Dacu" "Subcanopy" 5.855033333 117.94685 604819.4056 647268.0378 604515.3666 647207.3528 30 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 80 1 0 0 "0" 0 597.6903 218.7782 0.30979751 1 3 1 1 8210.16787279917
"5" "11KDACU10" "Dacu" "Subcanopy" 5.855916667 117.9466167 604793.4116 647365.6526 604489.3726 647304.9676 22 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 61.5 1 0 1 "0" 0 571.6963 316.393 0.00268999 0 0 0 0 3782.25
"6" "11KDACU11" "Dacu" "Subcanopy" 5.856 117.94795 604941.0098 647375.1146 604636.9708 647314.4296 24 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 80 0 0 0 "0" 0 719.2945 325.855 0.004845834 NA NA NA NA 2.23185142888259e-08
"7" "11KDACU12" "Dacu" "Subcanopy" 5.855733333 117.9480333 604950.2819 647345.6484 604646.2429 647284.9634 27 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 125 0 0 1 "0" 0 728.5666 296.3888 0.020635299 NA NA NA NA 25.0769379783694
"8" "11KDACU13" "Dacu" "Subcanopy" 5.855583333 117.94775 604918.9449 647329.012 604614.9059 647268.327 28.13167 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 101.5 1 1 0 "0" 0 697.2296 279.7524 0.007772851 NA NA NA NA 10302.2502976728
"9" "11KDACU14" "Dacu" "Subcanopy" 5.855333333 117.9477167 604915.3048 647301.3666 604611.2658 647240.6816 35 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 115.5 0 0 0 "0" 0 693.5895 252.107 0.018942452 NA NA NA NA 3.74386312592351
"10" "11KDACU15" "Dacu" "Subcanopy" 5.855283333 117.9477 604913.4652 647295.8357 604609.4262 647235.1507 35.54333 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 60.3 0 0 0 "0" 0 691.7499 246.5761 0.015744132 NA NA NA NA 0.807517522861733
"11" "11KDACU16" "Dacu" "Subcanopy" 5.855283333 117.9478167 604926.3854 647295.8575 604622.3464 647235.1725 40 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 96.8 1 1 1 "0" 0 704.6701 246.5979 0.018691256 NA NA NA NA 9392.67539864392
"12" "11KDACU17" "Dacu" "Subcanopy" 5.855366667 117.9478333 604928.2077 647305.0737 604624.1687 647244.3887 39 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 156 1 0 0 "0" 0 706.4924 255.8141 0.019783565 NA NA NA NA 24358.4357196658
"13" "11KDACU18" "Dacu" "Subcanopy" 5.855266667 117.9479167 604937.4599 647294.0336 604633.4209 647233.3486 39.4435 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 98 0 NA NA "DEAD2014" 1 715.7446 244.774 0.021265896 NA NA NA NA 4.67176749256984
"14" "11KDACU19" "Dacu" "Subcanopy" 5.854966667 117.94785 604930.1313 647260.8542 604626.0923 647200.1692 47 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 122.5 0 1 0 "0" 0 708.416 211.5946 0.01082271 NA NA NA NA 0.0412745165717753
"15" "11KDACU2" "Dacu" "Subcanopy" 5.855083333 117.9469333 604828.6187 647273.5812 604524.5797 647212.8962 36 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 52 1 0 0 "0" 0 606.9034 224.3216 0.036351848 5 2 6 3 2715.23195525874
"16" "11KDACU20" "Dacu" "Subcanopy" 5.855483333 117.9480667 604954.0264 647318.0155 604649.9874 647257.3305 29 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 78 1 1 1 "0" 0 732.3111 268.7559 0.022343489 11 2 3 3 6089.68153690314
"17" "11KDACU21" "Dacu" "Subcanopy" 5.85545 117.94815 604963.255 647314.3459 604659.216 647253.6609 34 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 71 1 1 1 "0" 0 741.5397 265.0863 0.029946543 NA NA NA NA 5050.92453037057
"18" "11KDACU22" "Dacu" "Subcanopy" 5.855466667 117.9482333 604972.4743 647316.2041 604668.4353 647255.5191 36.54807 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 40.6 1 1 0 "0" 0 750.759 266.9445 0.022935926 NA NA NA NA 1652.62126767635
"19" "11KDACU23" "Dacu" "Subcanopy" 5.855683333 117.9481 604957.6758 647340.133 604653.6368 647279.448 27.91765 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 120 1 0 1 "0" 0 735.9605 290.8734 0.011568835 6 10 8 16 14400.0029378904
"20" "11KDACU24" "Dacu" "Subcanopy" 5.8558 117.9482667 604976.1099 647353.0625 604672.0709 647292.3775 27 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 57.6 1 0 0 "0" 0 754.3946 303.8029 0.008906841 NA NA NA NA 3317.76115250046
"21" "11KDACU3" "Dacu" "Subcanopy" 5.855183333 117.9469167 604826.7622 647284.6338 604522.7232 647223.9488 36 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 100 0 0 0 "0" 0 605.0469 235.3742 0.041761271 NA NA NA NA 31.3848508222045
"22" "11KDACU4" "Dacu" "Subcanopy" 5.855033333 117.9468667 604821.2545 647268.0409 604517.2155 647207.3559 31 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 81.4 1 0 1 "0" 0 599.5392 218.7813 0.313243261 NA NA NA NA 8440.83929521831
"23" "11KDACU5" "Dacu" "Subcanopy" 5.855166667 117.9469833 604834.1388 647282.8036 604530.0998 647222.1186 38 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 56.2 1 0 0 "0" 0 612.4235 233.544 0.026527507 6 3 2 5 3162.34251277419
"24" "11KDACU6" "Dacu" "Subcanopy" 5.85525 117.94705 604841.5079 647292.0291 604537.4689 647231.3441 38 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 140 1 0 1 "0" 0 619.7926 242.7695 0.017403453 NA NA NA NA 19602.1966714244
"25" "11KDACU7" "Dacu" "Subcanopy" 5.8554 117.94685 604819.3373 647308.5752 604515.2983 647247.8902 32.30812 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 100 1 1 1 "0" 0 597.622 259.3156 0.018387892 NA NA NA NA 10002.9556185769
"26" "11KDACU8" "Dacu" "Subcanopy" 5.855483333 117.94695 604830.393 647317.8069 604526.354 647257.1219 32 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 110 1 0 1 "0" 0 608.6777 268.5473 0.012721529 NA NA NA NA 12100.5102364905
"27" "11KDACU9" "Dacu" "Subcanopy" 5.85545 117.94675 604808.2566 647314.0844 604504.2176 647253.3994 29.24125 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 130 1 0 1 "0" 0 586.5413 264.8248 0.013632153 NA NA NA NA 16902.4503658863
"28" "11LDACU1" "Dacu" "Subcanopy" 5.855083333 117.9483833 604989.1529 647273.8521 604685.1139 647213.1671 42 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 90 1 0 0 "0" 0 767.4376 224.5925 0.013780462 5 14 20 6 8101.62178975149
"29" "11LDACU10" "Dacu" "Subcanopy" 5.8551 117.9489333 605050.0421 647275.7976 604746.0031 647215.1126 32 "A2" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 67 0 0 1 "0" 0 828.3268 226.538 0.004786986 NA NA NA NA 3.57780835408274e-09
"30" "11LDACU11" "Dacu" "Subcanopy" 5.85515 117.9496667 605131.2298 647281.4627 604827.1908 647220.7777 42 "A2" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 64 0 0 0 "0" 0 909.5145 232.2031 0.001746455 NA NA NA NA 6.2494635923837e-12
"31" "11LDACU2" "Dacu" "Subcanopy" 5.85515 117.9487833 605033.4257 647281.2974 604729.3867 647220.6124 35 "A2" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 40 0 0 0 "0" 0 811.7104 232.0378 0.006054035 NA NA NA NA 1.075708725396e-07
"32" "11LDACU3" "Dacu" "Subcanopy" 5.8554 117.9485833 605011.2364 647308.8991 604707.1974 647248.2141 40 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 123 1 0 1 "0" 0 789.5211 259.6395 0.01014413 17 11 13 10 15129.0573836048
"33" "11LDACU4" "Dacu" "Subcanopy" 5.855533333 117.9485 605001.9891 647323.6243 604697.9501 647262.9393 40 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 80 1 0 1 "0" 0 780.2738 274.3647 0.014319356 NA NA NA NA 6400.21602904539
"34" "11LDACU5" "Dacu" "Subcanopy" 5.855666667 117.94855 605007.4999 647338.3746 604703.4609 647277.6896 39 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 109 1 0 1 "0" 0 785.7846 289.115 0.012956168 NA NA NA NA 11881.181065789
"35" "11LDACU6" "Dacu" "Subcanopy" 5.855833333 117.9485833 605011.1555 647356.8069 604707.1165 647296.1219 39 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 93.2 1 0 0 "0" 0 789.4402 307.5473 0.008328032 NA NA NA NA 8686.26239265408
"36" "11LDACU7" "Dacu" "Subcanopy" 5.85595 117.9487 605024.0539 647369.727 604720.0149 647309.042 37 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 100 0 0 1 "0" 0 802.3386 320.4674 0.00904935 NA NA NA NA 0.0326060005816168
"37" "11LDACU8" "Dacu" "Subcanopy" 5.856083333 117.9487667 605031.4136 647384.4803 604727.3746 647323.7953 38 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 57 0 1 0 "0" 0 809.6983 335.2207 0.007385659 NA NA NA NA 0.0584789596229867
"38" "11LDACU9" "Dacu" "Subcanopy" 5.856 117.9488833 605044.3383 647375.2891 604740.2993 647314.6041 33 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 61 1 0 0 "0" 0 822.623 326.0295 0.003180928 0 0 0 0 3721.00000002093
"39" "12IDacu1" "Dacu" "Subcanopy" 5.853366667 117.94505 604620.4319 647083.4415 604316.3929 647022.7565 34 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 52.7 0 0 0 "0" 0 398.7166 34.1819 0.001077624 NA NA NA NA 2.50412439318583e-18
"40" "12IDcau1" "Dacu" "Subcanopy" 5.8539 117.9439667 604500.3969 647142.2033 604196.3579 647081.5183 20.64351 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 53 0 0 0 "0" 0 278.6816 92.9437 0.000420498 NA NA NA NA 3.54386777478918e-56
"41" "12JDacu1" "Dacu" "Subcanopy" 5.853683333 117.9457 604692.3367 647118.5721 604388.2977 647057.8871 29 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 77.5 0 0 1 "0" 0 470.6214 69.3125 0.00447986 NA NA NA NA 0.000117504550839832
"42" "12JDacu10" "Dacu" "Subcanopy" 5.854833333 117.9464833 604778.8443 647245.8581 604474.8053 647185.1731 27.79214 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 51 0 0 0 "0" 0 557.129 196.5985 0.176037862 NA NA NA NA 601.508599576836
"43" "12JDacu11" "Dacu" "Subcanopy" 5.85475 117.9465333 604784.3955 647236.6544 604480.3565 647175.9694 28 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 115 1 0 1 "0" 0 562.6802 187.3948 0.020096269 NA NA NA NA 13229.6565623705
"44" "12JDacu12" "Dacu" "Subcanopy" 5.854733333 117.9465333 604784.3986 647234.8118 604480.3596 647174.1268 28 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 77 0 0 1 "0" 0 562.6833 185.5522 0.312832332 NA NA NA NA 2471.01159629136
"45" "12JDacu13" "Dacu" "Subcanopy" 5.85485 117.9464667 604777.0034 647247.6976 604472.9644 647187.0126 26.98975 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 70.4 1 0 1 "0" 0 555.2881 198.438 0.024634399 NA NA NA NA 4963.01755456992
"46" "12JDacu14" "Dacu" "Subcanopy" 5.85335 117.945 604614.8993 647081.5896 604310.8603 647020.9046 35 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 62.3 0 0 0 "0" 0 393.184 32.33 0.000993683 NA NA NA NA 5.554038201874e-20
"47" "12JDacu2" "Dacu" "Subcanopy" 5.85345 117.9456833 604690.5312 647092.7725 604386.4922 647032.0875 31 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 92 1 1 1 "0" 0 468.8159 43.5129 0.007765584 2 9 4 5 8465.07864655294
"48" "12JDacu3" "Dacu" "Subcanopy" 5.853366667 117.9457667 604699.7803 647083.5751 604395.7413 647022.8901 31 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 99 1 0 0 "0" 0 478.065 34.3155 0.007924323 NA NA NA NA 9802.07864690758
"49" "12JDacu4" "Dacu" "Subcanopy" 5.853583333 117.9459833 604723.7205 647107.5693 604419.6815 647046.8843 25 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 69 1 0 1 "0" 0 502.0052 58.3097 0.003423047 NA NA NA NA 4761.00000050077
"50" "12JDacu5" "Dacu" "Subcanopy" 5.8536 117.9465167 604782.7719 647109.5114 604478.7329 647048.8264 34 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 120 1 0 0 "0" 0 561.0566 60.2518 0.004140042 10 3 1 0 14400.000002775
"51" "12JDacu6" "Dacu" "Subcanopy" 5.8541 117.94655 604786.3655 647164.7958 604482.3265 647104.1108 40.04955 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 140 1 0 0 "0" 0 564.6502 115.5362 0.006226523 NA NA NA NA 19600.0009591247
"52" "12JDacu7" "Dacu" "Subcanopy" 5.854383333 117.9466 604791.8484 647196.1295 604487.8094 647135.4445 34 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 95 0 0 1 "0" 0 570.1331 146.8699 0.011588103 NA NA NA NA 0.386555798571282
"53" "12JDacu8" "Dacu" "Subcanopy" 5.854766667 117.9464333 604773.3211 647238.4784 604469.2821 647177.7934 29 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 80 1 0 0 "0" 0 551.6058 189.2188 0.026862715 NA NA NA NA 6410.01877609688
"54" "12JDacu9" "Dacu" "Subcanopy" 5.85485 117.9463333 604762.2342 647247.6728 604458.1952 647186.9878 21 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 105 1 0 1 "0" 0 540.5189 198.4132 0.01429786 22 1 7 4 11025.6527967478
"55" "12KDacu1" "Dacu" "Subcanopy" 5.85465 117.9483 604980.0114 647225.9287 604675.9724 647165.2437 33 "A2" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 120 1 0 0 "0" 0 758.2961 176.6691 0.007015684 NA NA NA NA 14400.0000036365
"56" "12KDacu10" "Dacu" "Subcanopy" 5.854366667 117.9478 604924.7076 647194.511 604620.6686 647133.826 48 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 63 0 0 0 "0" 0 702.9923 145.2514 0.017132442 NA NA NA NA 2.7210473438591
"57" "12KDacu11" "Dacu" "Subcanopy" 5.854183333 117.94785 604930.2774 647174.2516 604626.2384 647113.5666 43 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 120.5 1 0 0 "0" 0 708.5621 124.992 0.081952192 NA NA NA NA 15222.2335668771
"58" "12KDacu12" "Dacu" "Subcanopy" 5.854183333 117.9478167 604926.5907 647174.2453 604622.5517 647113.5603 42 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 75 1 0 1 "0" 0 704.8754 124.9857 0.083460125 NA NA NA NA 6327.37609211018
"59" "12KDacu13" "Dacu" "Subcanopy" 5.854 117.9482667 604976.4459 647154.0608 604672.4069 647093.3758 29.92828 "A2" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 110.8 0 0 0 "0" 0 754.7306 104.8012 0.005397862 NA NA NA NA 9.06435415391321e-07
"60" "12KDacu14" "Dacu" "Subcanopy" 5.8537 117.9482333 604972.8041 647120.8876 604668.7651 647060.2026 17.39747 "A2" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 90.7 1 0 0 "0" 0 751.0888 71.628 0.012262404 0 1 5 1 8233.74374367576
"61" "12KDacu15" "Dacu" "Subcanopy" 5.85365 117.9482833 604978.3491 647115.3691 604674.3101 647054.6841 14 "A2" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 58 0 0 0 "0" 0 756.6338 66.1095 0.024957983 NA NA NA NA 23.9874050184196
"62" "12KDacu16" "Dacu" "Subcanopy" 5.853633333 117.9481667 604965.443 647113.5046 604661.404 647052.8196 22.31154 "A2" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 110 1 0 0 "0" 0 743.7277 64.245 0.012389607 NA NA NA NA 12107.2537436758
"63" "12KDacu17" "Dacu" "Subcanopy" 5.853583333 117.94765 604908.2467 647107.8803 604604.2077 647047.1953 54.95215 "A2" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 125 1 0 0 "0" 0 686.5314 58.6207 0.028394883 NA NA NA NA 15774.7231430335
"64" "12KDacu18" "Dacu" "Subcanopy" 5.85355 117.9477 604913.7886 647104.2045 604609.7496 647043.5195 54 "A2" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 120.3 1 0 1 "0" 0 692.0733 54.9449 0.027477575 NA NA NA NA 14621.8130181801
"65" "12KDacu19" "Dacu" "Subcanopy" 5.853933333 117.9476167 604904.4946 647146.5688 604600.4556 647085.8838 40 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 57.9 0 0 0 "0" 0 682.7793 97.3092 0.038922559 NA NA NA NA 116.711737234755
"66" "12KDacu2" "Dacu" "Subcanopy" 5.85495 117.9480167 604948.5903 647259.0427 604644.5513 647198.3577 43 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 129 1 0 1 "0" 0 726.875 209.7831 0.007769362 0 1 0 1 16641.0000003057
"67" "12KDacu20" "Dacu" "Subcanopy" 5.853816667 117.9475167 604893.445 647133.652 604589.406 647072.967 49.38723 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 100.5 0 0 0 "0" 0 671.7297 84.3924 0.047655878 NA NA NA NA 141.201364055767
"68" "12KDacu21" "Dacu" "Subcanopy" 5.853966667 117.94755 604897.1038 647150.2417 604593.0648 647089.5567 39 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 60.1 0 0 0 "0" 0 675.3885 100.9821 0.039073328 NA NA NA NA 121.594799246336
"69" "12KDacu22" "Dacu" "Subcanopy" 5.85405 117.9476 604902.6239 647159.464 604598.5849 647098.779 32 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 61.5 0 0 0 "0" 0 680.9086 110.2044 0.013453198 NA NA NA NA 0.188600236990896
"70" "12KDacu23" "Dacu" "Subcanopy" 5.8539 117.9474667 604887.8938 647142.8557 604583.8548 647082.1707 44 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 128.4 0 0 0 "0" 0 666.1785 93.5961 0.02466067 NA NA NA NA 9.48666632784421
"71" "12KDacu24" "Dacu" "Subcanopy" 5.854083333 117.9476333 604906.3045 647163.1554 604602.2655 647102.4704 30 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 90.2 0 0 0 "0" 0 684.5892 113.8958 0.012760433 NA NA NA NA 0.012367450644824
"72" "12KDacu25" "Dacu" "Subcanopy" 5.853916667 117.9475667 604898.9621 647144.717 604594.9231 647084.032 42.32034 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 115 1 0 0 "0" 0 677.2468 95.4574 0.011007049 NA NA NA NA 13225.0340290557
"73" "12KDacu26" "Dacu" "Subcanopy" 5.85365 117.9475333 604895.314 647115.229 604591.275 647054.544 54 "A2" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 57.5 0 0 0 "0" 0 673.5987 65.9694 0.018273345 NA NA NA NA 0.652615176342751
"74" "12KDacu27" "Dacu" "Subcanopy" 5.853766667 117.9475 604891.6054 647128.121 604587.5664 647067.436 53 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 78 1 0 0 "0" 0 669.8901 78.8614 0.015495798 NA NA NA NA 6085.27938123283
"75" "12KDacu28" "Dacu" "Subcanopy" 5.853816667 117.9474 604880.5248 647133.6302 604576.4858 647072.9452 50.54628 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 85 1 0 0 "0" 0 658.8095 84.3706 0.013618674 0 1 0 0 7226.25175289957
"76" "12KDacu29" "Dacu" "Subcanopy" 5.853983333 117.9473833 604878.6448 647152.0531 604574.6058 647091.3681 41 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 65 0 0 0 "0" 0 656.9295 102.7935 0.011506264 NA NA NA NA 0.0170946590417744
"77" "12KDacu3" "Dacu" "Subcanopy" 5.854783333 117.9476667 604909.8717 647240.5512 604605.8327 647179.8662 47.02588 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 120 1 0 1 "0" 0 688.1564 191.2916 0.007517295 0 0 1 0 14400.0002781957
"78" "12KDacu30" "Dacu" "Subcanopy" 5.854166667 117.9471167 604849.0944 647172.2721 604545.0554 647111.5871 37 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 100 0 0 0 "0" 0 627.3791 123.0125 0.007539908 NA NA NA NA 0.000124973912216159
"79" "12KDacu31" "Dacu" "Subcanopy" 5.854283333 117.94695 604830.6167 647185.1391 604526.5777 647124.4541 27.84764 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 55 0 0 0 "0" 0 608.9014 135.8795 0.009834401 NA NA NA NA 0.0170158551376573
"80" "12KDacu32" "Dacu" "Subcanopy" 5.854116667 117.9467667 604810.354 647166.6789 604506.315 647105.9939 39 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 120 1 NA NA "DEAD2014" 1 588.6387 117.4193 0.011812161 NA NA NA NA 14401.2832190172
"81" "12KDacu33" "Dacu" "Subcanopy" 5.854133333 117.9468833 604823.2601 647168.5432 604519.2211 647107.8582 36 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 90 1 0 1 "0" 0 601.5448 119.2836 0.011000593 1 1 0 0 8101.28226006289
"82" "12KDacu34" "Dacu" "Subcanopy" 5.85405 117.9471333 604850.954 647159.3769 604546.915 647098.6919 43 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 70.5 0 0 0 "0" 0 629.2387 110.1173 0.00729869 NA NA NA NA 1.0506934940653e-05
"83" "12KDacu35" "Dacu" "Subcanopy" 5.85385 117.9468 604814.0905 647137.2034 604510.0515 647076.5184 38 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 140.5 0 0 0 "0" 0 592.3752 87.9438 0.007152545 NA NA NA NA 2.10983486722744e-05
"84" "12KDacu36" "Dacu" "Subcanopy" 5.854383333 117.94665 604797.3841 647196.1388 604493.3451 647135.4538 30.31474 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 110 0 0 0 "0" 0 575.6688 146.8792 0.014308399 NA NA NA NA 2.99654850898877
"85" "12KDacu37" "Dacu" "Subcanopy" 5.854483333 117.9466833 604801.0522 647207.2007 604497.0132 647146.5157 24.73661 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 87.8 1 0 0 "0" 0 579.3369 157.9411 0.006896678 1 1 2 1 7708.84000066363
"86" "12KDacu38" "Dacu" "Subcanopy" 5.853483333 117.9467833 604812.3099 647096.6628 604508.2709 647035.9778 34 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 115 1 0 0 "0" 0 590.5946 47.4032 0.005345049 NA NA NA NA 13225.0004164388
"87" "12KDacu39" "Dacu" "Subcanopy" 5.853533333 117.9467167 604804.9271 647102.1782 604500.8881 647041.4932 34.55648 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 52 0 0 1 "0" 0 583.2118 52.9186 0.017346362 NA NA NA NA 10.0597181296368
"88" "12KDacu4" "Dacu" "Subcanopy" 5.854666667 117.9474667 604887.7508 647227.6157 604583.7118 647166.9307 48.13583 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 120 1 1 1 "0" 0 666.0355 178.3561 0.008628906 6 1 1 1 14400.0035932066
"89" "12KDacu40" "Dacu" "Subcanopy" 5.853483333 117.947 604836.3015 647096.7033 604532.2625 647036.0183 30.82616 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 60 1 0 0 "0" 0 614.5862 47.4437 0.005124387 3 1 1 1 3600.00041366384
"90" "12KDacu41" "Dacu" "Subcanopy" 5.8535 117.9469833 604834.4495 647098.5428 604530.4105 647037.8578 30.769 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 100 0 0 0 "0" 0 612.7342 49.2832 0.152229851 NA NA NA NA 982.59330292784
"91" "12KDacu42" "Dacu" "Subcanopy" 5.853433333 117.9472833 604867.676 647091.2283 604563.637 647030.5433 35.97704 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 130.8 0 0 1 "0" 0 645.9607 41.9687 0.00555158 NA NA NA NA 2.03158981654661e-06
"92" "12KDacu43" "Dacu" "Subcanopy" 5.853616667 117.9472167 604860.2683 647111.4847 604556.2293 647050.7997 45 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 105 0 0 0 "0" 0 638.553 62.2251 0.00723852 NA NA NA NA 2.9439982786468e-05
"93" "12KDacu44" "Dacu" "Subcanopy" 5.853733333 117.9471167 604849.1752 647124.3642 604545.1362 647063.6792 46 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 48.5 0 0 0 "0" 0 627.4599 75.1046 0.006935547 NA NA NA NA 2.49866346915771e-06
"94" "12KDacu45" "Dacu" "Subcanopy" 5.853733333 117.9469667 604832.5682 647124.3362 604528.5292 647063.6512 37.48964 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 80.3 0 0 0 "0" 0 610.8529 75.0766 0.006808763 NA NA NA NA 1.98899168782586e-05
"95" "12KDacu5" "Dacu" "Subcanopy" 5.854916667 117.9475667 604898.7755 647255.2735 604594.7365 647194.5885 35 "A1" "Dipterocarpus_acutangulus" 40 0.64 NA "dry" 112 0 0 0 "0" 0 677.0602 206.0139 0.0099711 NA NA NA NA 0.0379223194507301
