"tree" "sp" "type" "Y" "X" "X50N" "Y50N" "X50Nc" "Y50Nc" "elev" "side" "fullname" "mlim" "dden" "fsen" "habit" "DBH" "FL2010" "FL2014" "FL2015" "dead" "mort" "Xm" "Ym" "Sum_FF" "Q1" "Q2" "Q3" "Q4" "halfLife"
"1736" "9JPtom8" "Ptom" "Emergent" 5.859216667 117.9451333 604628.5657 647730.2122 604324.5267 647669.5272 15 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 105 1 1 1 "0" 0 406.8504 680.9526 0.02173696 NA NA NA NA 11028.4200435854
"1737" "9JPtom9" "Ptom" "Emergent" 5.8593 117.9449 604602.721 647739.3817 604298.682 647678.6967 15 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 75 1 1 1 "0" 0 381.0057 690.1221 0.030571447 NA NA NA NA 5642.22477729067
"1738" "9KPtom1" "Ptom" "Emergent" 5.858633333 117.94725 604863.0194 647666.1159 604558.9804 647605.4309 14 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 80 1 1 0 "0" 0 641.3041 616.8563 0.006794202 NA NA NA NA 6400.00000000001
"1739" "9KPtom10" "Ptom" "Emergent" 5.859233333 117.9475333 604894.2723 647732.5028 604590.2333 647671.8178 19.60291 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 70 1 1 0 "0" 0 672.557 683.2432 0.015606226 NA NA NA NA 4900.18883579545
"1740" "9KPtom11" "Ptom" "Emergent" 5.859783333 117.9478333 604927.3833 647793.3649 604623.3443 647732.6799 19 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 80 NA 0 0 "0" 0 705.668 744.1053 0.047628639 NA NA NA NA 172.585782295911
"1741" "9KPtom12" "Ptom" "Emergent" 5.859833333 117.94805 604951.3653 647798.9333 604647.3263 647738.2483 15 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 70 1 1 0 "0" 0 729.65 749.6737 0.008669163 NA NA NA NA 4900.00001164562
"1742" "9KPtom13" "Ptom" "Emergent" 5.8596 117.9478833 604932.9531 647773.1056 604628.9141 647712.4206 17 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 120 1 1 0 "0" 0 711.2378 723.846 0.018173123 NA NA NA NA 14402.432876378
"1743" "9KPtom14" "Ptom" "Emergent" 5.8595 117.9479167 604936.6696 647762.0562 604632.6306 647701.3712 17 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 65 1 1 0 "0" 0 714.9543 712.7966 0.017170898 NA NA NA NA 4227.41425550888
"1744" "9KPtom15" "Ptom" "Emergent" 5.85915 117.9483 604979.171 647723.4331 604675.132 647662.7481 22 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 95 1 1 0 "0" 0 757.4557 674.1735 0.010740334 NA NA NA NA 9025.00002495818
"1745" "9KPtom16" "Ptom" "Emergent" 5.85975 117.9478 604923.7028 647789.6735 604619.6638 647728.9885 21 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 80 1 NA NA "DEAD2012" 1 701.9875 740.4139 0.011184562 NA NA NA NA 6400.01863894127
"1746" "9KPtom17" "Ptom" "Emergent" 5.859583333 117.9473167 604870.2266 647771.157 604566.1876 647710.472 14 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 110 1 1 0 "0" 0 648.5113 721.8974 0.008855079 NA NA NA NA 12100.0000213049
"1747" "9KPtom18" "Ptom" "Emergent" 5.85945 117.9471 604846.2601 647756.3757 604542.2211 647695.6907 14 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 58 1 0 0 "0" 0 624.5448 707.1161 0.013735389 NA NA NA NA 3364.62166940159
"1748" "9KPtom19" "Ptom" "Emergent" 5.8591 117.94755 604896.146 647717.765 604592.107 647657.08 17 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 80 1 NA NA "DEAD2012" 1 674.4307 668.5054 0.015985424 0 0 0 0 6400.18993654373
"1749" "9KPtom2" "Ptom" "Emergent" 5.858533333 117.9481833 604966.3661 647655.2347 604662.3271 647594.5497 26 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 75 1 1 0 "0" 0 744.6508 605.9751 0.011768915 NA NA NA NA 5625.00256556605
"1750" "9KPtom20" "Ptom" "Emergent" 5.859366667 117.9470167 604837.0534 647747.1472 604533.0144 647686.4622 15 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 90 1 1 0 "0" 0 615.3381 697.8876 0.012927505 NA NA NA NA 8100.62164810694
"1751" "9KPtom21" "Ptom" "Emergent" 5.859983333 117.9468333 604816.6337 647815.2893 604512.5947 647754.6043 15 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 85 1 1 0 "0" 0 594.9184 766.0297 0.006415612 NA NA NA NA 7225.00000000009
"1752" "9KPtom3" "Ptom" "Emergent" 5.858716667 117.9482333 604971.8675 647675.5128 604667.8285 647614.8278 23 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 70 1 1 1 "0" 0 750.1522 626.2532 0.043632457 NA NA NA NA 5044.13286245441
"1753" "9KPtom4" "Ptom" "Emergent" 5.858766667 117.9482333 604971.8581 647681.0407 604667.8191 647620.3557 23 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 95 1 NA NA "DEAD2012" 1 750.1428 631.7811 0.043034179 NA NA NA NA 9169.13045968059
"1754" "9KPtom5" "Ptom" "Emergent" 5.859133333 117.94795 604940.4248 647721.525 604636.3858 647660.84 22.95828 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 65 1 1 0 "0" 0 718.7095 672.2654 0.011341077 NA NA NA NA 4225.00030247828
"1755" "9KPtom6" "Ptom" "Emergent" 5.859266667 117.9477833 604921.9441 647736.2348 604617.9051 647675.5498 23 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 60 1 1 0 "0" 0 700.2288 686.9752 0.012823039 NA NA NA NA 3600.0003247369
"1756" "9KPtom7" "Ptom" "Emergent" 5.85875 117.94775 604918.3539 647679.1076 604614.3149 647618.4226 18.20481 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 58.9 1 1 0 "0" 0 696.6386 629.848 0.008560693 NA NA NA NA 3469.2100000002
"1757" "9KPtom8" "Ptom" "Emergent" 5.859066667 117.94735 604874.0098 647714.0425 604569.9708 647653.3575 15 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 80 1 1 0 "0" 0 652.2945 664.7829 0.032979628 NA NA NA NA 6475.6716363187
"1758" "9KPtom9" "Ptom" "Emergent" 5.8591 117.9473 604868.4679 647717.7183 604564.4289 647657.0333 15 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 95 1 1 0 "0" 0 646.7526 668.4587 0.032147291 NA NA NA NA 9100.67052841734
"1759" "9LPTOM1" "Ptom" "Emergent" 5.858916667 117.9486667 605019.8129 647697.7052 604715.7739 647637.0202 19 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 80 1 1 0 "0" 0 798.0976 648.4456 0.015507196 NA NA NA NA 6400.83192881513
"1760" "9LPTOM10" "Ptom" "Emergent" 5.859933333 117.94985 605150.6288 647810.3259 604846.5898 647749.6409 14 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 80 1 1 0 "0" 0 928.9135 761.0663 0.011933179 NA NA NA NA 6400.38593810033
"1761" "9LPTOM11" "Ptom" "Emergent" 5.859783333 117.9493667 605097.1496 647793.6519 604793.1106 647732.9669 25 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 45 0 1 0 "0" 0 875.4343 744.3923 0.022637373 NA NA NA NA 0.354072934728574
"1762" "9LPTOM12" "Ptom" "Emergent" 5.859566667 117.9495667 605119.3326 647769.7355 604815.2936 647709.0505 17 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 100 1 1 1 "0" 0 897.6173 720.4759 0.013402394 NA NA NA NA 10000.0068070129
"1763" "9LPTOM13" "Ptom" "Emergent" 5.859766667 117.94925 605084.2326 647791.7875 604780.1936 647731.1025 23 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 66.5 1 1 0 "0" 0 862.5173 742.5279 0.023412161 NA NA NA NA 4422.7035452713
"1764" "9LPTOM14" "Ptom" "Emergent" 5.859883333 117.9491667 605074.9884 647804.6701 604770.9494 647743.9851 21.76904 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 100 1 1 0 "0" 0 853.2731 755.4105 0.073777949 NA NA NA NA 10456.5712582197
"1765" "9LPTOM15" "Ptom" "Emergent" 5.859683333 117.94915 605073.1769 647782.5557 604769.1379 647721.8707 27.10773 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 98 1 1 0 "0" 0 851.4616 733.2961 0.02269978 NA NA NA NA 9604.57960742841
"1766" "9LPTOM16" "Ptom" "Emergent" 5.85955 117.9491333 605071.3529 647767.8117 604767.3139 647707.1267 28 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 82 1 1 0 "0" 0 849.6376 718.5521 0.017101806 NA NA NA NA 6724.27099990577
"1767" "9LPTOM17" "Ptom" "Emergent" 5.859583333 117.9493833 605099.0248 647771.5437 604794.9858 647710.8587 18 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 93 1 1 0 "0" 0 877.3095 722.2841 0.018157313 NA NA NA NA 8649.02834742471
"1768" "9LPTOM18" "Ptom" "Emergent" 5.859416667 117.94935 605095.3693 647753.1114 604791.3303 647692.4264 24 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 104 1 1 0 "0" 0 873.654 703.8518 0.019606549 NA NA NA NA 10816.3142427033
"1769" "9LPTOM19" "Ptom" "Emergent" 5.859333333 117.94945 605106.4561 647743.9171 604802.4171 647683.2321 24 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 61 1 1 0 "0" 0 884.7408 694.6575 0.023736481 NA NA NA NA 3722.10067956791
"1770" "9LPTOM2" "Ptom" "Emergent" 5.858816667 117.9487833 605032.7407 647686.6714 604728.7017 647625.9864 17 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 57 0 0 0 "0" 0 811.0254 637.4118 0.013192532 NA NA NA NA 0.0349342352466101
"1771" "9LPTOM20" "Ptom" "Emergent" 5.85915 117.9490667 605064.0543 647723.5766 604760.0153 647662.8916 21 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 100 1 1 0 "0" 0 842.339 674.317 0.008780426 NA NA NA NA 10000.0000000015
"1772" "9LPTOM21" "Ptom" "Emergent" 5.859766667 117.9487833 605032.5631 647791.7001 604728.5241 647731.0151 21 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 92 0 1 0 "0" 0 810.8478 742.4405 0.00956718 NA NA NA NA 8.8628385658294e-09
"1773" "9LPTOM23" "Ptom" "Emergent" 5.859416667 117.9485667 605008.6482 647752.9648 604704.6092 647692.2798 14 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 100 1 NA NA "DEAD2014" 1 786.9329 703.7052 0.008659168 NA NA NA NA 10000.0000000885
"1774" "9LPTOM24" "Ptom" "Emergent" 5.859083333 117.94855 605006.8616 647716.1094 604702.8226 647655.4244 16 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 110 1 1 0 "0" 0 785.1463 666.8498 0.012983232 NA NA NA NA 12100.0042960159
"1775" "9LPTOM25" "Ptom" "Emergent" 5.858883333 117.94855 605006.899 647693.9981 604702.86 647633.3131 19 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 115 1 1 0 "0" 0 785.1837 644.7385 0.016530211 NA NA NA NA 13225.8332419139
"1776" "9LPTOM3" "Ptom" "Emergent" 5.858516667 117.9486 605012.5031 647653.4701 604708.4641 647592.7851 22 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 43 1 0 0 "0" 0 790.7878 604.2105 0.014038482 NA NA NA NA 1849.01065709735
"1777" "9LPTOM4" "Ptom" "Emergent" 5.8584 117.9487167 605025.4451 647640.5937 604721.4061 647579.9087 24.9501 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 70 1 1 0 "0" 0 803.7298 591.3341 0.013104983 NA NA NA NA 4900.01333209293
"1778" "9LPTOM5" "Ptom" "Emergent" 5.859233333 117.9495167 605113.8593 647732.8739 604809.8203 647672.1889 24 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 96 1 1 0 "0" 0 892.144 683.6143 0.308216633 NA NA NA NA 12161.1084803126
"1779" "9LPTOM6" "Ptom" "Emergent" 5.859216667 117.9495167 605113.8624 647731.0314 604809.8234 647670.3464 23.12857 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 110 1 1 0 "0" 0 892.1471 681.7718 0.306784484 NA NA NA NA 15044.7510854739
"1780" "9LPTOM7" "Ptom" "Emergent" 5.858716667 117.9491833 605077.0444 647675.6906 604773.0054 647615.0056 25 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 65 0 0 0 "0" 0 855.3291 626.431 0.006540453 NA NA NA NA 7.53298654754646e-12
"1781" "9LPTOM8" "Ptom" "Emergent" 5.858466667 117.9498333 605149.0543 647648.1732 604845.0153 647587.4882 21.85746 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 64.2 0 1 0 "0" 0 927.339 598.9136 0.00371282 NA NA NA NA 7.12793645371411e-24
"1782" "9LPTOM9" "Ptom" "Emergent" 5.859883333 117.9497333 605137.718 647804.7762 604833.679 647744.0912 17.86772 "A1" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 82 1 1 0 "0" 0 916.0027 755.5166 0.012982226 NA NA NA NA 6724.38593800791
"1783" "9NPtom1" "Ptom" "Emergent" 5.85985 117.9524667 605440.3455 647801.604 605136.3065 647740.919 25.2084 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 83 0 1 0 "0" 0 1218.6302 752.3444 0.002714891 NA NA NA NA 1.95855412758085e-23
"1784" "9NPtom2" "Ptom" "Emergent" 5.85995 117.9524167 605434.7912 647812.6503 605130.7522 647751.9653 28 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 80 0 0 0 "0" 0 1213.0759 763.3907 0.002872142 NA NA NA NA 9.27117713281482e-20
"1785" "9OPtom1" "Ptom" "Emergent" 5.859733333 117.9540167 605611.9718 647788.9972 605307.9328 647728.3122 18 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 70 1 0 0 "0" 0 1390.2565 739.7376 0.003273358 NA NA NA NA 4900
"1786" "9OPtom2" "Ptom" "Emergent" 5.858883333 117.95475 605693.3172 647695.162 605389.2782 647634.477 19.45397 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 60 0 0 1 "0" 0 1471.6019 645.9024 0.009564876 NA NA NA NA 0.0206534533979793
"1787" "9OPtom3" "Ptom" "Emergent" 5.859033333 117.9548167 605700.6735 647711.7581 605396.6345 647651.0731 21 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 100 1 1 1 "0" 0 1478.9582 662.4985 0.006520098 NA NA NA NA 10000.0008603674
"1788" "9OPtom4" "Ptom" "Emergent" 5.85865 117.9548667 605706.2812 647669.3875 605402.2422 647608.7025 7 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 110 1 1 1 "0" 0 1484.5659 620.1279 0.004798064 52 40 5 6 12100.0000000122
"1789" "9OPtom5" "Ptom" "Emergent" 5.858783333 117.9545333 605669.3445 647684.0655 605365.3055 647623.3805 15 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 90 1 1 0 "0" 0 1447.6292 634.8059 0.004875337 NA NA NA NA 8100.00000001308
"1790" "9OPtom6" "Ptom" "Emergent" 5.858466667 117.9544333 605658.3328 647649.0372 605354.2938 647588.3522 11 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 58.5 0 0 0 "0" 0 1436.6175 599.7776 0.006949214 NA NA NA NA 0.000128267564761235
"1791" "9OPtom7" "Ptom" "Emergent" 5.858483333 117.9542 605632.5004 647650.8358 605328.4614 647590.1508 18 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 135 1 1 1 "0" 0 1410.7851 601.5762 0.00433742 NA NA NA NA 18225.0000000001
"1792" "9OPtom8" "Ptom" "Emergent" 5.85925 117.95485 605704.3195 647735.7184 605400.2805 647675.0334 23.46424 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 170 1 1 1 "0" 0 1482.6042 686.4588 0.006368483 NA NA NA NA 28900.0008647036
"1793" "9PPtom1" "Ptom" "Emergent" 5.859833333 117.9551833 605741.1102 647800.2726 605437.0712 647739.5876 7 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 95 0 0 0 "0" 0 1519.3949 751.013 0.00613302 NA NA NA NA 5.59189025490134e-06
"1794" "9PPtom2" "Ptom" "Emergent" 5.86 117.9557167 605800.1329 647818.7993 605496.0939 647758.1143 17 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 73.2 1 1 1 "0" 0 1578.4176 769.5397 0.010957281 NA NA NA NA 5358.46788910235
"1795" "9PPtom3" "Ptom" "Emergent" 5.859266667 117.9553667 605761.5216 647737.6584 605457.4826 647676.9734 6 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 90 1 1 1 "0" 0 1539.8063 688.3988 0.005210741 NA NA NA NA 8100.00000522401
"1796" "9PPtom4" "Ptom" "Emergent" 5.859583333 117.9553 605754.0774 647772.6554 605450.0384 647711.9704 7 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 90 1 1 1 "0" 0 1532.3621 723.3958 0.004879515 NA NA NA NA 8100.00000013729
"1797" "9PPtom5" "Ptom" "Emergent" 5.859166667 117.9551167 605733.8622 647726.5556 605429.8232 647665.8706 17 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 53 1 0 1 "0" 0 1512.1469 677.296 0.006248032 NA NA NA NA 2809.00000954882
"1798" "9PPtom6" "Ptom" "Emergent" 5.858633333 117.95555 605781.9344 647667.6736 605477.8954 647606.9886 6 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 90 1 1 1 "0" 0 1560.2191 618.414 0.002908556 NA NA NA NA 8100
"1799" "9PPtom7" "Ptom" "Emergent" 5.859033333 117.95665 605903.6431 647712.1037 605599.6041 647651.4187 7 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 64.8 0 0 1 "0" 0 1681.9278 662.8441 0.001970684 NA NA NA NA 1.18265077529547e-25
"1800" "9PPtom8" "Ptom" "Emergent" 5.859983333 117.9558833 605818.5808 647816.988 605514.5418 647756.303 15 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 52.8 1 1 1 "0" 0 1596.8655 767.7284 0.006836029 NA NA NA NA 2787.85016515954
"1801" "9QPtom1" "Ptom" "Emergent" 5.859783333 117.9583167 606088.0265 647795.3362 605783.9875 647734.6512 15 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 84 1 1 1 "0" 0 1866.3112 746.0766 0.00135925 NA NA NA NA 7056
"1802" "9QPtom10" "Ptom" "Emergent" 5.859888889 117.95675 605914.5531 647806.7102 605610.5141 647746.0252 8 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 85 1 NA 0 "0" 0 1692.8378 757.4506 0.002095464 NA NA NA NA 7225
"1803" "9QPtom2" "Ptom" "Emergent" 5.859 117.9582167 606077.1031 647708.7145 605773.0641 647648.0295 16 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 89.2 0 0 1 "0" 0 1855.3878 659.4549 0.00511422 NA NA NA NA 8.0758763270354e-05
"1804" "9QPtom3" "Ptom" "Emergent" 5.85915 117.9579667 606049.3966 647725.2507 605745.3576 647664.5657 8.1642 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 83 1 1 0 "0" 0 1827.6813 675.9911 0.003176457 NA NA NA NA 6889.00000198466
"1805" "9QPtom4" "Ptom" "Emergent" 5.858866667 117.9580167 606054.9857 647693.9358 605750.9467 647633.2508 12 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 90 1 1 1 "0" 0 1833.2704 644.6762 0.009094687 NA NA NA NA 8101.07704150027
"1806" "9QPtom5" "Ptom" "Emergent" 5.85875 117.9580333 606056.8456 647681.0406 605752.8066 647620.3556 11 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 100 1 1 1 "0" 0 1835.1303 631.781 0.008835478 NA NA NA NA 10001.0770396199
"1807" "9QPtom6" "Ptom" "Emergent" 5.858666667 117.95835 606091.9241 647671.8874 605787.8851 647611.2024 8 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 84.3 1 1 1 "0" 0 1870.2088 622.6278 0.002644407 NA NA NA NA 7106.49000010379
"1808" "9QPtom7" "Ptom" "Emergent" 5.8585 117.9581 606064.2773 647653.414 605760.2383 647592.729 8 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 86 0 0 0 "0" 0 1842.562 604.1544 0.004395625 NA NA NA NA 2.17211149291411e-05
"1809" "9QPtom8" "Ptom" "Emergent" 5.85875 117.9576667 606016.2582 647680.9713 605712.2192 647620.2863 8 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "wet" 115 1 1 1 "0" 0 1794.5429 631.7117 0.002889376 NA NA NA NA 13225.0000000122
"1810" "9QPtom9" "Ptom" "Emergent" 5.859444444 117.9571111 605954.6153 647757.6419 605650.5763 647696.9569 10 "A2" "Parashorea_tomentella" 50 0.34 0.23850682 "dry" 59.6 0 1 0 "0" 0 1732.9 708.3823 0.002051029 NA NA NA NA 4.32223975915151e-16
"1811" "10HSacc01" "Sacu" "Emergent" 5.857916667 117.9424333 604329.8838 647585.9862 604025.8448 647525.3012 27 "A1" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 105 1 0 1 "0" 0 108.1685 536.7266 0.000248832 NA NA NA NA 11025
"1812" "10HSacc02" "Sacu" "Emergent" 5.857 117.9433333 604429.6953 647484.8102 604125.6563 647424.1252 24 "A1" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 69 0 0 0 "0" 0 207.98 435.5506 0.000233927 NA NA NA NA 1.19339063862504e-39
"1813" "10KSacc1" "Sacu" "Emergent" 5.858233333 117.94835 604984.8779 647622.0989 604680.8389 647561.4139 28 "A1" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 59.5 1 0 0 "0" 0 763.1626 572.8393 0.000826571 NA NA NA NA 3540.25
"1814" "10LSACU1" "Sacu" "Emergent" 5.85725 117.9499833 605165.8889 647513.6908 604861.8499 647453.0058 30.94677 "A1" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 57.5 1 0 0 "0" 0 944.1736 464.4312 0.003591517 4 16 9 6 3306.25029327783
"1815" "10LSACU2" "Sacu" "Emergent" 5.85705 117.9500667 605175.1597 647491.5951 604871.1207 647430.9101 24.95668 "A2" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 83 1 0 1 "0" 0 953.4444 442.3355 0.002772636 NA NA NA NA 6889.00029209656
"1816" "10LSACU3" "Sacu" "Emergent" 5.857466667 117.9498 605145.5547 647537.6104 604841.5157 647476.9254 28 "A1" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 58 1 0 0 "0" 0 923.8394 488.3508 0.002248413 NA NA NA NA 3364.00000118127
"1817" "10LSACU4" "Sacu" "Emergent" 5.858366667 117.9498 605145.3863 647637.1113 604841.3473 647576.4263 27 "A1" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 87 1 1 0 "0" 0 923.671 587.8517 0.001613134 NA NA NA NA 7569.00000000395
"1818" "10LSACU5" "Sacu" "Emergent" 5.858233333 117.9494 605101.1262 647622.2955 604797.0872 647561.6105 34.59912 "A1" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 72.3 0 0 0 "0" 0 879.4109 573.0359 0.004798434 NA NA NA NA 0.0432626612440667
"1819" "10LSACU6" "Sacu" "Emergent" 5.857916667 117.9494833 605110.4078 647587.3015 604806.3688 647526.6165 32 "A1" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 69.8 0 0 0 "0" 0 888.6925 538.0419 0.00173165 NA NA NA NA 1.30682351103594e-12
"1820" "10MSacu1" "Sacu" "Emergent" 5.8577 117.9503333 605204.5542 647563.5068 604900.5152 647502.8218 39.40145 "A1" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 78 1 0 1 "0" 0 982.8389 514.2472 0.001527456 NA NA NA NA 6084
"1821" "10MSacu2" "Sacu" "Emergent" 5.857133333 117.9504333 605215.7315 647500.8768 604911.6925 647440.1918 28 "A2" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 74 0 0 1 "0" 0 994.0162 451.6172 0.001993743 NA NA NA NA 1.81878547303125e-09
"1822" "10MSacu3" "Sacu" "Emergent" 5.85775 117.9514167 605324.4911 647569.2378 605020.4521 647508.5528 29.13075 "A2" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 110 0 0 0 "0" 0 1102.7758 519.9782 0.009397385 NA NA NA NA 3.0412311342106
"1823" "10MSacu4" "Sacu" "Emergent" 5.857716667 117.9513167 605313.426 647565.5339 605009.387 647504.8489 30 "A2" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 90 1 1 0 "0" 0 1091.7107 516.2743 0.003284072 53 10 13 15 8100.00416667346
"1824" "10MSacu5" "Sacu" "Emergent" 5.8578 117.95115 605294.9546 647574.7156 604990.9156 647514.0306 19 "A2" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 75 1 0 0 "0" 0 1073.2393 525.456 0.003334888 NA NA NA NA 5625.00416667346
"1825" "10NSacu1" "Sacu" "Emergent" 5.858316667 117.9531 605510.7476 647632.2028 605206.7086 647571.5178 26.89976 "A2" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 121.2 1 0 1 "0" 0 1289.0323 582.9432 0.001345107 4 14 0 24 14689.44
"1826" "10NSacu2" "Sacu" "Emergent" 5.858316667 117.9530333 605503.3631 647632.1903 605199.3241 647571.5053 24.9618 "A2" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 62.5 0 0 1 "0" 0 1281.6478 582.9307 0.019658778 NA NA NA NA 45.3339383209055
"1827" "10NSacu3" "Sacu" "Emergent" 5.8573 117.9523 605422.3681 647519.6532 605118.3291 647458.9682 9 "A2" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 90 1 1 1 "0" 0 1200.6528 470.3936 0.00130008 NA NA NA NA 8100.00000000071
"1828" "10NSacu4" "Sacu" "Emergent" 5.857683333 117.9523667 605429.6808 647562.0457 605125.6418 647501.3607 11 "A2" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 70 1 0 1 "0" 0 1207.9655 512.7861 0.001406073 NA NA NA NA 4900.00000000071
"1829" "10QSacu1" "Sacu" "Emergent" 5.857833333 117.9578889 606041.0316 647579.6695 605736.9926 647518.9845 7 "A2" "Shorea_acuminatissima" 50 0.37 0.401374645 "wet" 75 0 NA NA "DEAD2014" 1 1819.3163 530.4099 0.001052911 NA NA NA NA 2.90974192924611e-13
"1830" "10QSacu2" "Sacu" "Emergent" 5.857777778 117.9582222 606077.9427 647573.5905 605773.9037 647512.9055 10 "A2" "Shorea_acuminatissima" 50 0.37 0.401374645 "dry" 67.3 0 0 1 "0" 0 1856.2274 524.3309 0.00248017 NA NA NA NA 0.000365719953627357
