"tree" "sp" "Xm" "Ym" "DBH" "GI" "LGI" "ABN" "sBA" "sBA50" "HFI" "LHFI" "LSD" "FL" "AC" "sAC" "elev" "H" "S" "J" "Ha" "dist" "Ht" "Fsize" "Fcpo" "seedlings"
"2078" "10NSbec5" "Sbec" 1289.1512 512.9239 87.4 29.8381473969324 3.42875247545537 259 1453.91531990553 1435.99343702469 3.82344290401254 1.57348796851323 0.409191071227759 NA 0.540268347453261 0.426064236768889 42 2.4843668399738 13 2.26136815107511 17.387333790801 0 2.24383467049807 88.575039330229 87.3806678829019 7
"2093" "11KSBEC2" "Sbec" 702.8554 226.3261 72 31.9542939898457 3.49512157081429 259 1453.91531990553 1435.99343702469 14.4440017552499 2.73722069205453 1.73759364669534 NA 0.77700053627263 0.594654929359137 44 1.12119446276376 6 1.02055518068438 8.59083621907981 37.3601212912913 1.37151135900336 86.3825156036998 NA 1
"2118" "11LSBEC6" "Sbec" 894.4961 379.5868 110 130.120887415244 4.87611970237518 259 1453.91531990553 1435.99343702469 2.95399163044216 1.37472560801431 0.731483639019632 NA 0.596897136843096 0.585466234858318 38 1.83460963445809 9 1.66993365483128 11.8570799608337 0 2.04281583081373 87.2041799293275 109.989629042917 6
"2120" "11LSBEC8" "Sbec" 865.1763 263.4525 75 66.65329644188 4.21439608132143 259 1453.91531990553 1435.99343702469 34.6076576603365 3.57256071754513 2.46577776073889 NA 0.751071914914459 0.60233485976118 48 0.862886752847598 4 0.785433370578541 8.12269549174743 0 1.12940309013858 87.0549541473139 74.9837372686066 0
"2125" "11MSbec12" "Sbec" 994.3188 272.8841 81.5 84.0853444090474 4.44365480463853 259 1453.91531990553 1435.99343702469 5.57627277829569 1.88346813777795 1.09593902553467 NA 0.742675966442054 0.575133662624911 41.87189 1.25372847287157 8 0.904373925216554 9.61251122922596 0 1.46733973187389 87.6041330661101 81.4814702641175 8
"2133" "11MSbec2" "Sbec" 973.8255 390.7767 98.5 78.3831141223601 4.37428567715181 259 1453.91531990553 1435.99343702469 2.97806436236949 1.38079535988096 0.671774999038561 NA 0.59116597374927 0.557974398370464 30 1.6357434952315 7 1.4889178940594 8.93622334617168 0 2.05914262382205 87.553885896793 98.4832211915412 8
"2146" "11QSbec3" "Sbec" 1813.6531 241.7232 85 35.1193673390861 3.58682921286621 259 1453.91531990553 1435.99343702469 5.91491885981372 1.93368123110915 0.91103725090123 NA 0.646324359356275 0.635395166160554 47 1.00409940548481 5 0.724304616426244 8.77927526828966 0 0.972331044514958 89.1682523538349 84.9810995240146 0
"2147" "11QSbec4" "Sbec" 1807.5504 217.1446 95 51.5963548821126 3.96264681852324 259 1453.91531990553 1435.99343702469 13.1112979275586 2.64697574799559 1.48322886318308 NA 0.645569433884474 0.6468483372361 56 1.3006728454905 7 0.808153477336306 10.0901520358523 0 1.37836848595942 89.1608431973214 94.9814739437256 2
"2148" "12KSbec1" "Sbec" 737.9401 213.487 55 24.864750068338 3.25288104047966 259 1453.91531990553 1435.99343702469 6.21524667963083 1.9761963814724 0.877194943145102 NA 0.786414877787453 0.592949986515035 39 0.99730663840292 6 0.719404670734767 10.0947172620774 0 1.33922308644938 86.5223275065799 54.9941623497828 1
"2174" "12KSbec33" "Sbec" 699.4268 73.3834 120 48.9502055103199 3.91102661940682 259 1453.91531990553 1435.99343702469 3.50988711179233 1.5062721225566 0.642050063740284 NA 0.532595552978178 0.587508957397805 51 1.21316343903614 4 0.875112438642618 9.43157452754466 0 1.15960420336712 86.4025534469344 119.995072867642 2
"2184" "12KSbec42" "Sbec" 590.5915 49.2459 125 21.3290570264005 3.10588883595908 259 1453.91531990553 1435.99343702469 37.2377144553829 3.64382231797082 1.67783114261417 NA 0.51234880687927 0.57548285248321 33 1.03176711135054 4 0.939154897494717 10.0785939932336 0 1.39593739093995 86.0386066409389 124.996961590716 7
"2196" "12LSbec13" "Sbec" 787.8109 184.0895 160 82.595779990306 4.42599304023171 259 1453.91531990553 1435.99343702469 6.60343644120608 2.02860030841385 1.00462685931075 NA 0.760033340058436 0.595718252182291 40.22477 1.18559307767992 5 0.736650397334581 10.4172289319957 0 1.41537205422673 86.7368388168004 159.999970379958 3
"2204" "12LSbec9" "Sbec" 843.2672 125.2194 79 36.2980936678206 3.61894221724238 259 1453.91531990553 1435.99343702469 5.06011601040909 1.80172894352985 0.823479937505932 NA 0.661436552332966 0.600999629031978 40 1.63424521628449 7 1.17885873456507 12.1834884662838 0 1.9138705156118 86.9913808491571 78.9820803234513 0
"2207" "12OSbec3" "Sbec" 1432.6299 53.7418 100 29.0329210865563 3.40229414954419 259 1453.91531990553 1435.99343702469 8.01628945173727 2.1990328804521 1.0802875393442 NA 0.679885282277601 0.726432667083076 35 1.80699084580548 8 1.12274653892837 13.557609114818 0 2.08788989952624 88.7029967188511 99.9834143423067 0
"2213" "12PSbec14" "Sbec" 1681.5267 177.0064 72.3 36.2372182523096 3.61730875177539 259 1453.91531990553 1435.99343702469 10.0532643216871 2.40272579806506 1.06465846885519 NA 0.590849452118019 0.69245235533777 27 2.45820443278557 13 2.2375541017894 18.2905882658399 0 2.67627754988006 89.0559357177523 72.2862267778668 0
"2219" "12PSbec6" "Sbec" 1598.6379 90.8764 71.3 40.8941242376054 3.73514558410182 259 1453.91531990553 1435.99343702469 4.8155343171399 1.76053266775795 0.825574893948687 NA 0.637050686896215 0.74806634471647 40 1.75444075063807 8 1.09009532898642 12.9284302439468 0 1.86533833082193 88.9500340348335 71.2867212765091 0
"2257" "12QSbec6" "Sbec" 1810.6806 186.4396 107 71.4563388401078 4.28298415755652 259 1453.91531990553 1435.99343702469 3.9210523783364 1.59352240566715 0.833251876580721 NA 0.642284199741355 0.661361711315797 67 1.65268145253799 7 0.922379080965602 11.3475559200023 0 1.85968999853312 89.1611683952944 106.986860511767 0
"2259" "12QSbec8" "Sbec" 1712.4452 81.8571 38.2 19.6858193882645 3.02944841180778 259 1453.91531990553 1435.99343702469 2.94760155878188 1.37310819418388 0.512624261164206 NA 0.651997267751493 0.737085773555898 33 1.27985422583367 6 0.795218141654205 8.76539730826855 0 1.79572641851723 89.0776360095016 38.1991567174172 0
"2260" "12QSbec9" "Sbec" 1712.3772 121.7804 95.5 35.9116316404147 3.60852672198235 259 1453.91531990553 1435.99343702469 3.86651106648576 1.58237726689513 0.683235342338108 NA 0.620634550761516 0.715849012243701 52 1.55196924264438 7 1.11950916498763 11.5558128761515 0 2.28967404174816 89.0798058351545 95.481615312976 0
"2268" "9MSbec4" "Sbec" 1089.4839 739.227 100 12.0920210086145 2.57200296132864 259 1453.91531990553 1435.99343702469 4.29458208734673 1.66668405003614 0.369733428778344 NA 0.55829958914452 0.573758547383266 28 1.87261300586044 8 1.35080474852951 14.5044593917718 0 2.01122719582826 88.0601358222152 99.9837262955082 8
"2274" "9NSbec1" "Sbec" 1139.4358 661.9218 110 40.3076286205144 3.72104719527088 259 1453.91531990553 1435.99343702469 2.65747641252663 1.29677340482139 0.37794896449139 NA 0.476089774043181 0.53450460795761 34 1.88915916375402 7 2.72548055699787 12.6833453342136 0 2.3323636363648 88.2066841049021 109.989078165192 42
"2282" "9NSbec6" "Sbec" 1270.4232 673.1998 83.4 302.763071190337 5.71624802645427 259 1453.91531990553 1435.99343702469 17.0064212228516 2.89072842888437 1.75864242870579 NA 0.459582600539064 0.522797860462096 34 2.03773419478515 9 1.4699145087332 15.9763952539578 0 1.86325954643658 88.522248632299 83.3812603943947 18
"2294" "9OSbec17" "Sbec" 1406.9417 693.7006 91.4 43.7418731358635 3.80090982232602 259 1453.91531990553 1435.99343702469 4.37478466084633 1.68171851011282 0.643967797308929 NA 0.522531330551627 0.506448603692202 34 1.5857708352081 6 1.14389185997054 13.6987450748402 0 1.91338564443233 88.7796204118313 91.3808373593491 11
"2319" "10LSFAL1" "Sfal" 798.4557 436.5456 120 3.55463594659064 1.51614560360799 59 554.505523268879 554.505523268879 3.25806950227398 1.44881588908913 0.20865914297843 NA 0.523508904173571 0.340126349250292 24 1.76776147228933 7 1.60908583539736 14.1394515958833 0 2.37189981105004 104.983098598608 119.986005575643 6
"2320" "10LSFAL2" "Sfal" 886.9949 455.1214 140 4.47729930442298 1.70061215182042 59 554.505523268879 554.505523268879 3.84421035933874 1.57778425153132 0.265857577358423 NA 0.463761610803417 0.313338531217789 36 2.06797591229398 9 1.8823527950894 14.8351382980652 0 2.04557064146863 104.914647441312 139.996193345942 8
"2326" "10NSfal4" "Sfal" 1285.5458 465.0098 120 0.498470191328545 0.404444715236749 59 554.505523268879 554.505523268879 4.04150577417114 1.61770480217848 0.0621024892059417 NA 0.530047613152359 0.139620383881383 30 1.83929674797766 8 1.67420004941644 13.4617529098182 0 2.14474010630026 104.654248234066 119.986502779059 7
"2332" "11HSFAL1" "Sfal" 29.3078 252.8322 51 3.34040585506807 1.4679678587327 59 554.505523268879 554.505523268879 2.46278914334136 1.24207437512913 0.134466365689422 NA 0.552560663612676 0.649871086483678 32 1.47507631105469 5 2.12808527889139 13.1108444322834 0 1.67698777432242 105.914693111398 50.9996404969915 0
"2334" "11HSFAL3" "Sfal" 66.1096 311.8574 120 69.7590114347576 4.25927989851504 59 554.505523268879 554.505523268879 2.43289500321686 1.23340392945114 0.416913835556822 NA 0.584494633295836 0.649744057821705 32 2.08376603748565 9 1.8967255864322 13.1270022709534 0 2.39424709481846 105.922098129013 119.985613663088 0
"2335" "11HSFAL4" "Sfal" 110.3452 341.4135 123 67.337142779622 4.22445343691091 59 554.505523268879 554.505523268879 2.79129400883287 1.33270738795404 0.471091730918231 NA 0.589095736229629 0.643757266507627 41 1.89892678933633 8 1.72847765214648 12.3859646573927 0 2.39361073848176 105.90084408159 122.987251043449 6
"2336" "11HSFAL5" "Sfal" 93.7383 341.3856 109 87.4951944311282 4.48294825032633 59 554.505523268879 554.505523268879 2.74811467457117 1.32125296011174 0.497180269898803 NA 0.598248937457849 0.648407937301284 44 1.93619934568452 8 1.76240459501127 11.8983380432057 0 2.35725020525201 105.918546700731 108.981602414792 12
"2337" "11HSFAL6" "Sfal" 71.6143 330.2928 170 99.6004433816868 4.61115666502856 59 554.505523268879 554.505523268879 3.62780986007967 1.53208372380283 0.570838091842104 NA 0.594311776564807 0.649998566624964 37 1.99592178471599 8 1.81676630172754 13.5967239096018 0 2.33968518758225 105.929142368828 169.999911172872 27
"2340" "11KSFAL3" "Sfal" 686.2422 229.9833 52.8 0.527373246037173 0.423549427302747 59 554.505523268879 554.505523268879 5.66922249793039 1.89750328610614 0.164158603437478 NA 0.760398825735079 0.35811926718934 37 1.41861693385504 7 1.02331580769689 10.198078175638 0 1.56218413306234 104.998720981868 52.7994400723044 0
"2342" "11LSFAL2" "Sfal" 905.6453 333.5404 110 6.70327682691625 2.04164580027101 59 554.505523268879 554.505523268879 7.10737927946184 2.09277466910536 0.641949605121561 NA 0.71628607220658 0.301104222920388 24.32481 1.55196924264438 7 1.11950916498763 12.6817746874423 0 2.04566023929925 104.840136267748 109.981955164927 9
"2344" "11MSfal1" "Sfal" 948.0647 350.1957 75 5.76586428551816 1.91189001185379 59 554.505523268879 554.505523268879 5.69280796351543 1.90103351156814 0.511863258686832 NA 0.68165267994953 0.287174434836026 30.01434 1.29050728992502 6 0.930904233702943 11.0739014767683 0 1.76087272781614 104.814569231722 74.9940925939444 22
"2346" "11MSfal3" "Sfal" 977.7741 236.0037 105 2.0469144601412 1.11412942614091 59 554.505523268879 554.505523268879 7.21379892226707 2.1058155353549 0.457636582737258 NA 0.737019966592432 0.266010022262509 41 1.66012872039654 9 1.19752973607672 12.6089071370075 0 2.01028007050486 104.746409911774 104.981367294865 0
"2368" "8ISfal2" "Sfal" 227.4638 923.8755 115 0.307521325646713 0.268133227069982 59 554.505523268879 554.505523268879 8.53918403440358 2.25540795081726 0.117436146970773 NA 0.733517587614844 0.531260309306945 26 1.70677065854507 7 1.55356960426345 12.6879596734765 0 1.86942821234804 105.825575729741 114.98337861695 0
"2372" "9KSfal1" "Sfal" 718.6348 716.488 70 0.432987737744496 0.359761591757431 59 554.505523268879 554.505523268879 7.72033486359517 2.165657638972 0.145362596372295 NA 0.733554098268558 0.37619769809756 16 1.72019345921982 8 1.24085728649304 13.2775350030854 0 1.95863678899416 105.142536710752 69.9962112085997 0
"2379" "11LS??6" "Sfox" 898.2812 328.0001 104 0 0 16 88.5421211320052 86.7551125448087 10.4792737202757 2.44054312410577 0 NA 0.728005424466849 0.243316021735506 29.62519 1.6086574211167 8 1.46426308690479 12.2793275362758 0 2.05728027710697 98.1603479164228 103.999836677158 0
"2392" "10KS??2" "Sgib" 744.9713 416.1865 80 19.8000642627757 3.03495607625902 106 599.071881763346 584.289596624759 5.2976447235551 1.84017571009293 0.467356809088245 NA 0.553289468762858 0.59560005571566 29.61802 1.89036277533887 8 1.36360850073124 13.8563677792193 0 2.43466510325488 86.2916864287129 79.9816619364079 337
"2401" "10MSgib3" "Sgib" 1112.1324 440.7616 66 13.8903937770314 2.70071629208374 106 599.071881763346 584.289596624759 3.64579096816457 1.53596164155056 0.421347919193336 NA 0.550872847677638 0.730303412115555 30 1.38010875715727 6 1.25622912777576 10.2584383923409 0 1.87206978465379 85.5832552484811 65.9878326284891 75
"2409" "10NSgib6" "Sgib" 1265.2473 461.2901 105 279.108424103113 5.63517675715516 106 599.071881763346 584.289596624759 2.49281808137606 1.25070888355692 0.960362076820201 NA 0.516835142515523 0.781928702824892 32 1.94593477575611 9 2.80739045087672 11.5365762286865 0 2.22031910127979 85.1593638407655 104.987980752437 186
"2417" "10QSgib1" "Sgib" 1868.6587 447.5762 50 0.880372968383124 0.631470144603504 106 599.071881763346 584.289596624759 1.29580272773367 0.831082554789362 0.0349908100769599 NA 0.434063566100172 0.819146172992328 19 1.6094379124341 5 Inf 8.59268104863695 0 2.24503527412618 84.0216185117901 49.9953923104583 14
"2430" "11MSgib1" "Sgib" 1005.44 243.4211 69.8 5.86385405472819 1.92626909953656 106 599.071881763346 584.289596624759 6.57444304399056 2.0247798231465 0.611018304576117 NA 0.723450314551967 0.784382292286961 25 1.6661022550876 9 1.2018387305144 13.8989320711582 0 1.88757654415962 86.0028009834332 69.7859536777626 39
"2433" "11MSgib4" "Sgib" 1090.0991 376.2327 89.5 35.1380060651746 3.58734511112333 106 599.071881763346 584.289596624759 3.72850366879748 1.55360880336347 0.653373839106927 NA 0.636144233845138 0.75054405646277 32 1.15637455371477 6 1.05257747946429 8.16445690573366 0 1.68567377451225 85.6860562486265 89.4810124107672 4
"2434" "11NSgib1" "Sgib" 1287.5182 385.7806 90 52.1803251414577 3.97368849977621 106 599.071881763346 584.289596624759 3.28945504062238 1.45615969471296 0.452670725188375 NA 0.511934314010608 0.81262219721562 21.13776 2.03175921856927 9 1.84938693980244 14.7719045664921 0 2.22152760281051 85.1820192382598 89.9812119806738 69
"2437" "11NSgib4" "Sgib" 1206.3604 369.0593 68.2 12.1676744148523 2.57776491814698 106 599.071881763346 584.289596624759 4.11884730909809 1.63292927876296 0.362825076364251 NA 0.508365516605589 0.79604039164732 16.14134 1.32966134885476 4 1.91829583405449 12.5125814436201 0 1.84688912326104 85.4100245233478 68.1864814725273 0
"2439" "12JSgib2" "Sgib" 455.9254 32.4356 69 3.15965809963621 1.42543288330814 106 599.071881763346 584.289596624759 2.82173190332167 1.34070369770671 0.127795121156181 NA 0.506035703278206 0.775231381433004 31 1.32966134885476 4 1.91829583405449 12.5624428545046 0 1.83437197028162 86.6831403720688 68.9870851771054 57
"2442" "12LSgib3" "Sgib" 815.5826 128.8579 84 192.672138685309 5.26616672261412 106 599.071881763346 584.289596624759 4.7505350307569 1.74929289930777 1.0794944001641 NA 0.663181239982605 0.797365409179169 26.89663 1.85194350500963 7 1.33589485534196 12.999137805165 0 2.22283771288746 86.4025047355642 83.9808946129113 119
"2444" "12LSgib5" "Sgib" 889.6022 0 55 3.1883758716546 1.43231303865978 106 599.071881763346 584.289596624759 1.35607987759185 0.85699916911608 0.094793035284496 NA 0.565265266048362 0.84397170528599 14 1.09861228866811 3 Inf 6.12338023199826 0 1.79175946922805 86.379292162744 54.9942214383963 40
"2445" "12MSgib1" "Sgib" 946.6179 112.4959 130 43.1435713408092 3.78744730695318 106 599.071881763346 584.289596624759 4.49277048820777 1.70343277089295 0.698404709923257 NA 0.660657885815983 0.826613305827548 27 2.04134526983995 9 1.47251934877012 14.6802519233231 0 2.25810443080275 86.2278905826853 129.998118306945 37
"2446" "12NSgib1" "Sgib" 1281.9635 38.1309 84.5 4.19737478634405 1.64815364932834 106 599.071881763346 584.289596624759 4.35885144042505 1.67874966861793 0.285602749989148 NA 0.570619531460327 0.874862459690814 4 1.79865220625213 7 2.59490661824394 12.8185731459623 0 2.18732231884925 85.6373434987626 84.4807645855672 0
"2448" "12OSgib2" "Sgib" 1414.1113 90.5627 120 36.6258634455272 3.62769167152405 106 599.071881763346 584.289596624759 3.08853670759263 1.40818713283387 0.466741003044581 NA 0.649410304642842 0.876430109601458 25 1.82387331598544 7 1.31564649409095 14.3237305647859 0 2.14836561063859 85.3307123446787 119.995529846126 229
"2451" "12PSgib1" "Sgib" 1623.2489 84.7763 134 11.4693717303537 2.52327537593303 106 599.071881763346 584.289596624759 4.14517686032163 1.63805974387919 0.549935472030279 NA 0.650710220700418 0.867609218133617 35 1.53101090010674 7 0.951270557427872 12.5866476017554 0 1.7839354296401 84.986659360541 133.99898420322 136
"2455" "12PSgib6" "Sgib" 1656.8687 210.7457 90 6.82433614787203 2.05723889549468 106 599.071881763346 584.289596624759 3.48116479189042 1.49988301082305 0.269027339586297 NA 0.586955058822657 0.857967076054104 19.34055 2.39920429620261 12 2.18384986309525 15.7213070671133 0 2.62053930669922 84.736452352565 89.9814257180631 11
"2456" "12QSgib1" "Sgib" 1721.6205 109.512 77.7 14.6340204801755 2.74944933977397 106 599.071881763346 584.289596624759 9.62281657016554 2.36300419441407 1.14874302436851 NA 0.627375958912153 0.854206358097707 51 1.39038862850851 6 0.863897027506763 11.0789628013813 0 2.18876431771119 84.7808315880924 77.6819660831913 20
"2459" "12QSgib4" "Sgib" 1859.9761 131.2451 80 2.66258920265354 1.29817032971991 106 599.071881763346 584.289596624759 3.50446637625644 1.50506943260296 0.224721063212825 NA 0.625613747954962 0.836469485562189 53 1.26347949406503 5 1.15006859753662 11.8073125903986 0 1.71115725692494 84.5088353977451 79.9813546247781 20
"2460" "8MSgib1" "Sgib" 1000.8797 759.3457 90 38.1172237257577 3.66656287449278 106 599.071881763346 584.289596624759 2.97390929764626 1.37975031992508 0.420183340255589 NA 0.629147155863203 0.666531589355679 26 1.86404357975203 7 1.69672558643221 12.0287271260991 0 2.26352987314321 85.6524462683434 89.9811531629619 259
"2471" "9MSgib5" "Sgib" 993.6637 659.8322 160 55.3709186728179 4.03195339915455 106 599.071881763346 584.289596624759 8.25246679629623 2.22489019665204 0.702580665058637 NA 0.598241893223236 0.64108974192581 34 1.79309401341105 8 1.29344392049791 14.9090154957594 0 2.39331212297452 85.7456793117727 159.999975896179 157
"2478" "9NSgib2" "Sgib" 1166.9451 761.4697 88 22.8059209221819 3.16993432798019 106 599.071881763346 584.289596624759 2.43309842601645 1.23346318461989 0.310985759786369 NA 0.494150097678766 0.736841262554616 31 1.46481638489081 5 2.11328333429487 10.1586218625551 0 1.88260115431429 85.2016262767136 87.9808843971934 37
"2485" "9OSgib1" "Sgib" 1322.0458 700.9267 120 32.5742480362404 3.51375934562061 106 599.071881763346 584.289596624759 4.21850322885081 1.65221062300937 0.527606308929692 NA 0.47202922445834 0.782118731999287 33 1.57923313461134 7 1.13917590585566 12.5653698654224 0 1.84468318111178 84.8107712279428 119.995693201054 54
"2493" "9OSgib5" "Sgib" 1397.7333 678.9439 85 18.7508226633132 2.98319514431828 106 599.071881763346 584.289596624759 3.24739278200943 1.44630533163427 0.375935328886466 NA 0.530390344029937 0.798654445061363 35 1.59416669911802 6 1.45107306331944 12.169194942417 0 1.87335723257921 84.6261687825487 84.9807173409275 125
"2522" "10JSjoh10" "Sjoh" 475.5303 441.5286 100 51.794150598422 3.96640040045441 416 3176.92060125368 3174.95710584519 5.40149941175883 1.85653224601295 0.769815141440745 "Once" 0.642139385685454 0.587246816733395 18 2.03696678248099 10 1.46936093777043 15.0717132655131 0 2.17755376130776 99.7230971581868 99.9806102811792 0
"2548" "10KSjoh5" "Sjoh" 693.2101 476.9053 93 27.5800907534209 3.35271034791379 416 3176.92060125368 3174.95710584519 6.07527853960831 1.95660681231029 0.607070465567755 NA 0.548866511091475 0.580614060302177 27 1.76742482592973 8 1.60877940667535 14.3820370257693 0 2.19785507434485 99.5695809676075 92.9815867735849 7
"2549" "10KSjoh6" "Sjoh" 687.5033 578.2394 100 69.4225079810132 4.25451292770523 416 3176.92060125368 3174.95710584519 3.15287894428356 1.42380181524317 0.605009178783976 NA 0.659523413579727 0.628562934337085 15.31555 1.62422258823347 7 1.17162893667213 10.7774983972717 0 1.89502417496762 99.6166062375141 99.9806008036788 0
"2555" "10OSjoh3" "Sjoh" 1436.8775 446.8407 75 5.78715756919795 1.91503223377715 416 3176.92060125368 3174.95710584519 5.51185151310682 1.87362382639893 0.481560965715107 NA 0.589058880259655 0.300258935223728 5 1.33166431029301 5 0.960592748294277 10.9488515328432 0 1.5626639830847 99.588073818024 74.9907600895852 1
"2557" "10OSjoh5" "Sjoh" 1486.5762 518.7873 95 10.8422791496427 2.47167610667778 416 3176.92060125368 3174.95710584519 2.26212906245109 1.18238006885178 0.227614035587637 NA 0.518155859826803 0.288761476401026 6 1.03972077083992 3 1.5 8.93189043181688 0 1.23426786607908 99.6589837630401 94.9812374642814 1
"2565" "10PSjoh6" "Sjoh" 1531.632 501.9119 110 11.5561380467627 2.53020963340499 416 3176.92060125368 3174.95710584519 2.13841715383628 1.14371858168857 0.205651461687881 NA 0.503639301488111 0.279152682346643 5 1.73512645696292 6 2.50325833477565 11.570993069432 0 1.55324391016986 99.6722585564773 109.983095485312 1
"2572" "11HSJOH4" "Sjoh" 204.3614 395.007 90 31.8174762269439 3.49096118529336 416 3176.92060125368 3174.95710584519 8.04955193717669 2.20271524678196 0.884241377027319 NA 0.640325696025358 0.514480713378583 15.33544 1.74949382539366 8 1.26199303298065 13.4834052207199 0 2.14867000017699 100.089190785429 89.9828719928818 0
"2576" "11ISJOH12" "Sjoh" 376.2453 229.4609 111.5 30.4723741581785 3.4491101501811 416 3176.92060125368 3174.95710584519 4.2327705966688 1.65494088860551 0.57968631316795 NA 0.541443211047379 0.440362610022919 30 1.26100156517892 5 0.909620352318424 10.2738648612506 0 1.70933759288152 99.810120513145 111.483583822528 0
"2579" "11ISJOH15" "Sjoh" 357.7275 266.2821 74.5 32.9519445893739 3.5249461304019 416 3176.92060125368 3174.95710584519 5.7465500372625 1.90903126863471 0.680612983735189 NA 0.537642852970925 0.471066743090753 19 1.84386143796137 8 1.33006487631663 13.8704031226463 0 2.13402397841174 99.8411569247419 74.4910588378622 1
"2622" "11OSjoh1" "Sjoh" 1473.1684 375.7774 110 5.96429741091162 1.94079672790265 416 3176.92060125368 3174.95710584519 2.87443953427403 1.35440101602809 0.239709505615298 NA 0.624577455284963 0.301043051061898 6 1.47507631105469 5 2.12808527889139 12.673219091301 0 2.06920246582036 99.5690911741675 109.983157405526 0
"2627" "12HSjoh5" "Sjoh" 156.9 90.8965 110 10.9789297878551 2.48314925546272 416 3176.92060125368 3174.95710584519 1.89011575076399 1.06129655348974 0.190487004808087 NA 0.374888687938394 0.28742867720129 17 1.67698777432242 6 1.5264600547619 11.8479355387339 0 1.93846500603545 100.032689162317 109.982909532001 19
"2636" "12ISjoh5" "Sjoh" 212.3309 46.7669 95 8.937187073077 2.29628398998296 416 3176.92060125368 3174.95710584519 1.40454135223663 0.877359179440321 0.106380603307023 NA 0.37068166897511 0.281777031309685 17 1.79175946922805 6 Inf 11.3840774467415 0 1.64591683001747 99.9681347449201 94.981295747791 4
"2665" "8JSjoh12" "Sjoh" 421.2065 926.0442 110 23.9402904756885 3.21648458716436 416 3176.92060125368 3174.95710584519 1.7927183466119 1.02701543927583 0.284196365789097 NA 0.616798527923417 0.617270809973555 15 0.955699891112534 3 0.869915529773626 7.62236140155853 0 1.08889997534522 99.9474909652634 109.982840766139 5
"2666" "8JSjoh13" "Sjoh" 478.4096 920.6127 95 27.06146940877 3.33439743997358 416 3176.92060125368 3174.95710584519 3.85695598780607 1.58041190172199 0.552294193588057 NA 0.620400400623379 0.625323178626197 19 1.51276339696611 6 1.37697658452382 11.5294453099928 0 1.58136326384743 99.9192701053982 94.9811760447634 9
"2670" "8JSjoh17" "Sjoh" 537.4696 917.0271 75 23.1551952282371 3.18449948028533 416 3176.92060125368 3174.95710584519 2.653874850113 1.29578820726336 0.392780587842729 NA 0.63493874482722 0.64345984288652 21.6863 1.54030582522652 6 1.402046783123 11.1533613023136 0 1.62151654082469 99.8784241832657 74.990776073785 2
"2691" "8KSjoh2" "Sjoh" 731.4024 806.7977 105 66.9442324740454 4.21868725802557 416 3176.92060125368 3174.95710584519 3.39623404300258 1.48074827511566 0.568128103998001 NA 0.690026721471385 0.669909289433091 14.68614 1.73512645696292 6 2.50325833477565 12.4587848393065 0 1.95618746766045 99.6885592199924 104.981242940959 1
"2767" "8PSjoh1" "Sjoh" 1661.9824 815.7476 110 16.7413070757612 2.8758956537479 416 3176.92060125368 3174.95710584519 1.52011419628652 0.924304216483309 0.181751269056713 NA 0.437484193408655 0.355618414562103 7 1.5498260458782 5 2.23592635062903 7.44770861701693 0 2.06206954130016 99.9196633358016 109.983002208522 1
"2779" "8QSjoh2" "Sjoh" 1708.1425 800.4711 110 27.0206854226943 3.33294300251882 416 3176.92060125368 3174.95710584519 1.32664114872471 0.844425660449199 0.210689351733959 NA 0.467905624991264 0.354082522259726 17 1.33217904021012 4 1.92192809488736 9.60736467166494 0 1.4956157801725 99.9231156972566 109.983013701188 3
"2786" "8QSjoh26" "Sjoh" 1827.9882 852.8831 110 26.7407531869453 3.32290256617437 416 3176.92060125368 3174.95710584519 1.65922836337495 0.978035991752883 0.244160587631444 NA 0.605614940046993 0.364577975615097 8 1.63263092715435 6 1.17769427110377 9.27280405712431 0 1.6632324622181 99.9860006820484 109.983037963804 0
"2816" "9HSjoh16" "Sjoh" 76.4232 763.3145 90 31.5904358471862 3.48401886640798 416 3176.92060125368 3174.95710584519 2.38684896010971 1.21989997883766 0.412487303467158 NA 0.719672422810961 0.561420797350976 19.25474 1.39539709232679 5 1.00656623258537 10.5479633842771 0 1.4610386471737 100.081198218854 89.9828969996702 1
"2817" "9ISjoh01" "Sjoh" 307.3612 590.4971 113 36.8408791503849 3.63338997727491 416 3176.92060125368 3174.95710584519 3.87275379447968 1.58365923816052 0.532407442230683 "Prior" 0.743178893900437 0.622582507713587 19 1.93380999892063 8 1.39494904773214 14.0942474389496 0 1.97956244495714 100.047396386776 112.984145744873 0
"2823" "9JSjoh12" "Sjoh" 465.9478 655.2555 75 54.1837572881576 4.0106686579563 416 3176.92060125368 3174.95710584519 2.14552280546798 1.14598011019018 0.424551555588725 NA 0.677049361368253 0.694526963418604 15 1.58109375017182 5 2.28103611255342 9.71023917239614 0 1.96009513512456 99.9310119723053 74.9907808034015 0
"2849" "9KSjoh10" "Sjoh" 759.3794 629.954 100 45.1376614275419 3.83162956718591 416 3176.92060125368 3174.95710584519 7.54703916335852 2.14558492629091 0.958752255325823 NA 0.70251203961044 0.600915287499404 18 1.93337815106927 9 1.20127538697361 14.9614741492273 0 2.13467057319704 99.5727363184057 99.9806039500673 0
