"tree" "sp" "type" "Y" "X" "X50N" "Y50N" "X50Nc" "Y50Nc" "elev" "side" "fullname" "mlim" "dden" "fsen" "habit" "DBH" "FL2010" "FL2014" "FL2015" "dead" "mort" "Xm" "Ym" "Sum_FF" "Q1" "Q2" "Q3" "Q4" "halfLife" "seedlings" "Sum_FF2" "Sum_FF3"
"2371" "8PSfal1" "Sfal" "Emergent" 5.861055556 117.9558056 605809.7765 647935.5149 605505.7375 647874.8299 32 "A2" "Shorea_falciferoides" 50 0.72 0.083256088 "dry" 150 0 1 0 "0" 0 1588.0612 886.2553 0.2393051209749 NA NA NA NA 1.36795878691921e-152 0 0.001595367473166 1.49251514827872e-05
"2372" "9KSfal1" "Sfal" "Emergent" 5.859533333 117.94795 604940.3501 647765.7476 604636.3111 647705.0626 16 "A1" "Shorea_falciferoides" 50 0.72 0.083256088 "wet" 70 1 0 0 "0" 0 718.6348 716.488 0.432987737744496 0 0 0 0 4900 0 0.00618553911063566 5.54325848624742e-05
"2373" "9M???4" "Sfal" "Emergent" 5.85975 117.9516167 605346.2587 647790.3887 605042.2197 647729.7037 32 "A1" "Shorea_falciferoides" 50 0.72 0.083256088 "dry" 58 0 0 0 "0" 0 1124.5434 741.1291 0.302836541466675 NA NA NA NA 4.20967622013958e-93 0 0.00522131968045991 4.911685521686e-05
"2374" "9MD??2" "Sfal" "Emergent" 5.858616667 117.95055 605228.374 647664.891 604924.335 647604.206 32.69115 "A1" "Shorea_falciferoides" 50 0.72 0.083256088 "dry" 140 0 0 0 "0" 0 1006.6587 615.6314 1.53663773202718 NA NA NA NA 1.05660325059362e-56 0 0.0109759838001941 0.000101100701998441
"2375" "9MSlev1" "Sfal" "Emergent" 5.86 117.9500833 605176.4455 647817.7401 604872.4065 647757.0551 18 "A1" "Shorea_falciferoides" 50 0.72 0.083256088 "wet" 160 0 0 0 "0" 0 954.7302 768.4805 1.01901633772605 NA NA NA NA 1.88136160113317e-69 0 0.00636885211078784 6.33762722505733e-05
"2376" "10NSfox1" "Sfox" "Emergent" 5.857483333 117.9521167 605402.0401 647539.8874 605098.0011 647479.2024 7 "A2" "Shorea_foxworthyi" 50 0.81 NA "wet" 130 0 NA NA "DEAD2014" 1 1180.3248 490.6278 0.12755154854979 NA NA NA NA 1.33165924335499e-94 0 0.000981165758075305 9.43428613533948e-06
"2377" "10QSfox1" "Sfox" "Emergent" 5.857194444 117.958 606053.4523 647509.0569 605749.4133 647448.3719 17 "A2" "Shorea_foxworthyi" 50 0.81 NA "dry" 47.7 0 0 0 "0" 0 1831.737 459.7973 0.00558202192198049 NA NA NA NA 8.13341816679979e-281 0 0.000117023520376949 1.12522615747067e-06
"2378" "11JS??1" "Sfox" "Emergent" 5.855133333 117.94635 604764.0304 647279.0002 604459.9914 647218.3152 25 "A1" "Shorea_foxworthyi" 50 0.81 NA "dry" 70 0 0 0 "0" 0 542.3151 229.7406 0.0533854305952101 NA NA NA NA 4.99058531507653e-108 0 0.000762649008503001 7.33316354329809e-06
"2379" "11LS??6" "Sfox" "Emergent" 5.856016667 117.9495667 605119.9965 647377.2597 604815.9575 647316.5747 29.62519 "A2" "Shorea_foxworthyi" 50 0.81 NA "dry" 104 1 0 0 "0" 0 898.2812 328.0001 0 0 0 0 0 10816 0 0 0
"2380" "11QSfox1" "Sfox" "Emergent" 5.856194444 117.9573333 605979.8284 647398.3742 605675.7894 647337.6892 7 "A2" "Shorea_foxworthyi" 50 0.81 NA "wet" 90 0 0 0 "0" 0 1758.1131 349.1146 0.0126528083728001 NA NA NA NA 1.14301671956855e-255 0 0.000140586759697779 1.3517957663248e-06
"2381" "12JSfox1" "Sfox" "Emergent" 5.854766667 117.9457833 604701.3575 647238.3572 604397.3185 647177.6722 28 "A1" "Shorea_foxworthyi" 50 0.81 NA "dry" 94 0 0 0 "0" 0 479.6422 189.0976 0.0502486431911876 NA NA NA NA 1.62752017247078e-129 0 0.000534560033948804 5.14000032643081e-06
"2382" "12KSfox1" "Sfox" "Emergent" 5.85345 117.9471 604847.3791 647093.0368 604543.3401 647032.3518 32.05145 "A1" "Shorea_foxworthyi" 50 0.81 NA "dry" 80 0 0 0 "0" 0 625.6638 43.7772 0.0536418068474953 NA NA NA NA 2.31825444317502e-115 0 0.000670522585593691 6.44733255378549e-06
"2383" "12NSfox1" "Sfox" "Emergent" 5.853916667 117.953 605500.502 647145.7346 605196.463 647085.0496 10 "A2" "Shorea_foxworthyi" 50 0.81 NA "dry" 62.5 0 0 0 "0" 0 1278.7867 96.475 0.0327640276950396 NA NA NA NA 5.39185187500598e-131 0 0.000524224443120634 5.04061964539071e-06
"2384" "12OSfox1" "Sfox" "Emergent" 5.854444444 117.9539167 605601.8941 647204.2562 605297.8551 647143.5712 4 "A2" "Shorea_foxworthyi" 50 0.81 NA "wet" 71.5 0 0 0 "0" 0 1380.1788 154.9966 0.0283648436747434 NA NA NA NA 5.50298854107957e-151 0 0.000396711100346061 3.81452981101982e-06
"2385" "12OSfox2" "Sfox" "Emergent" 5.854222222 117.9543889 605654.2148 647179.7769 605350.1758 647119.0919 11 "A2" "Shorea_foxworthyi" 50 0.81 NA "dry" 83.9 0 0 NA "0" 0 1432.4995 130.5173 0.0268985984693455 NA NA NA NA 3.85661701840909e-169 0 0.000320603080683498 3.08272192964902e-06
"2386" "12PSfox1" "Sfox" "Emergent" 5.853777778 117.9561111 605844.9695 647130.9648 605540.9305 647070.2798 35 "A2" "Shorea_foxworthyi" 50 0.81 NA "dry" 65 0 0 0 "0" 0 1623.2542 81.7052 0.0115309752910032 NA NA NA NA 2.19281481274226e-227 0 0.000177399619861587 1.70576557559219e-06
"2387" "12PSfox2" "Sfox" "Emergent" 5.854277778 117.9562778 605863.3313 647186.2747 605559.2923 647125.5897 23 "A2" "Shorea_foxworthyi" 50 0.81 NA "dry" 110 0 0 1 "0" 0 1641.616 137.0151 0.0194220284421622 NA NA NA NA 1.05838045827913e-227 0 0.000176563894928747 1.69772975893026e-06
"2388" "12PSfox3" "Sfox" "Emergent" 5.854194444 117.9552778 605752.6334 647176.8731 605448.5944 647116.1881 16 "A2" "Shorea_foxworthyi" 50 0.81 NA "dry" 105 0 0 0 "0" 0 1530.9181 127.6135 0.0247965278725677 NA NA NA NA 1.86356824806982e-196 0 0.000236157408310168 2.27074431067469e-06
"2389" "12PSfox4" "Sfox" "Emergent" 5.854305556 117.9553333 605758.7571 647189.1678 605454.7181 647128.4828 11 "A2" "Shorea_foxworthyi" 50 0.81 NA "dry" 96.5 0 0 0 "0" 0 1537.0418 139.9082 0.0226345136340238 NA NA NA NA 3.56676027444779e-197 0 0.000234554545430299 2.25533216759903e-06
"2390" "12PSfox5" "Sfox" "Emergent" 5.853527778 117.9552222 605746.603 647103.1582 605442.564 647042.4732 30.78675 "A2" "Shorea_foxworthyi" 50 0.81 NA "dry" 72.3 0 0 0 "0" 0 1524.8877 53.8986 0.0160746580336851 NA NA NA NA 9.79863705518974e-203 0 0.000222332752886378 2.13781493159979e-06
"2391" "9NSfox1" "Sfox" "Emergent" 5.859716667 117.9524333 605436.6728 647786.8569 605132.6338 647726.1719 22 "A2" "Shorea_foxworthyi" 50 0.81 NA "dry" 60 0 0 0 "0" 0 1214.9575 737.5973 0.0232789136919419 NA NA NA NA 8.7135356185801e-153 0 0.000387981894865698 3.7305951429394e-06
"2392" "10KS??2" "Sgib" "Emergent" 5.856816667 117.9481833 604966.6866 647465.4461 604662.6476 647404.7611 29.61802 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 80 1 0 1 "0" 0 744.9713 416.1865 19.8000642627757 18 170 63 86 6400.0042744384 337 0.247500803284696 0.00292581756683317
"2393" "10LS??1" "Sgib" "Emergent" 5.856733333 117.9487167 605025.7565 647456.3327 604721.7175 647395.6477 29.49597 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 99 0 0 0 "0" 0 804.0412 407.0731 9.90969525079135 NA NA NA NA 8.62223547419496e-15 0 0.100097931826175 0.00121666373096199
"2394" "10LS??2" "Sgib" "Emergent" 5.856883333 117.9493167 605092.1562 647473.0285 604788.1172 647412.3435 29 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 50 0 0 0 "0" 0 870.4409 423.7689 3.9410125881532 NA NA NA NA 4.48844086849364e-16 0 0.0788202517630639 0.000958477120078862
"2395" "10LS??3" "Sgib" "Emergent" 5.857416667 117.9498167 605147.4129 647532.0857 604843.3739 647471.4007 28 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 52 0 0 0 "0" 0 925.6976 482.8261 4.10470848836613 NA NA NA NA 1.69487679976093e-23 0 0.0789367016993486 0.000889045586375302
"2396" "10LS??4" "Sgib" "Emergent" 5.858 117.9495 605112.2411 647596.5177 604808.2021 647535.8327 33 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 67.4 0 0 0 "0" 0 890.5258 547.2581 4.83583279333432 NA NA NA NA 4.77837738414762e-30 0 0.071748261028699 0.000797065748769882
"2397" "10LS??5" "Sgib" "Emergent" 5.8578 117.9487333 605027.395 647574.2629 604723.356 647513.5779 30 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 59.6 0 0 0 "0" 0 805.6797 525.0033 3.19387524907647 NA NA NA NA 1.47317009914138e-34 0 0.0535885108905448 0.000619194883257062
"2398" "10LS??6" "Sgib" "Emergent" 5.857616667 117.9490167 605058.8053 647554.0472 604754.7663 647493.3622 34.4379 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 51 0 0 0 "0" 0 837.09 504.7876 3.01895061310655 NA NA NA NA 1.36551835899943e-35 0 0.0591951100609128 0.000683518001977046
"2399" "10MSgib1" "Sgib" "Emergent" 5.8581 117.95015 605184.1857 647607.6951 604880.1467 647547.0101 22.14898 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 65 0 0 0 "0" 0 962.4704 558.4355 8.98638492225717 NA NA NA NA 8.59470924611333e-11 0 0.138252075727033 0.00146764710200646
"2400" "10MSgib2" "Sgib" "Emergent" 5.85785 117.9504833 605221.133 647580.1184 604917.094 647519.4334 39 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 100 1 1 1 "0" 0 999.4177 530.8588 9.11144011666591 NA NA NA NA 10000 0 0.0911144011666591 0.00100944977752805
"2401" "10MSgib3" "Sgib" "Emergent" 5.857033333 117.9515 605333.8477 647490.0212 605029.8087 647429.3362 30 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 66 1 0 0 "0" 0 1112.1324 440.7616 13.8903937770314 5 8 49 13 4356.00000001097 75 0.210460511773203 0.00213701049622933
"2402" "10MSgib4" "Sgib" "Emergent" 5.857383333 117.9514333 605326.3976 647528.7035 605022.3586 647468.0185 34.10471 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 120 1 0 1 "0" 0 1104.6823 479.4439 17.9053592715388 NA NA NA NA 14400.000000011 0 0.149211327262823 0.00187092858567965
"2403" "10MSgib5" "Sgib" "Emergent" 5.858083333 117.9510167 605280.1435 647606.015 604976.1045 647545.33 30.32343 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 55 0 0 0 "0" 0 1058.4282 556.7554 7.65338604454839 NA NA NA NA 2.19356409230867e-16 0 0.139152473537243 0.00151266226653926
"2404" "10NSgib1" "Sgib" "Emergent" 5.858233333 117.9529 605488.6207 647622.9521 605184.5817 647562.2671 18 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 60 0 NA NA "DEAD2012" 1 1266.9054 573.6925 10.0543406292282 NA NA NA NA 8.92308350323541e-20 0 0.167572343820471 0.00208611626626494
"2405" "10NSgib2" "Sgib" "Emergent" 5.857333333 117.9532333 605525.6903 647523.5137 605221.6513 647462.8287 36 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 45.5 1 0 0 "0" 0 1303.975 474.2541 16.3475401651711 NA NA NA NA 2070.25000000273 0 0.359286597036726 0.00409198507626328
"2406" "10NSgib3" "Sgib" "Emergent" 5.857233333 117.9529167 605490.6573 647512.3985 605186.6183 647451.7135 33 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 45.5 0 0 0 "0" 0 1268.942 463.1389 340.061432612812 NA NA NA NA 277.888156539993 0 7.47387763984203 0.0768239505736028
"2407" "10NSgib4" "Sgib" "Emergent" 5.857166667 117.9529 605488.8209 647505.025 605184.7819 647444.34 30 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 66.5 0 0 0 "0" 0 1267.1056 455.7654 308.171936264108 NA NA NA NA 127.60114715369 0 4.63416445509937 0.0502140533475789
"2408" "10NSgib5" "Sgib" "Emergent" 5.857233333 117.9528333 605481.4238 647512.3829 605177.3848 647451.6979 33 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 70 1 0 0 "0" 0 1259.7085 463.1233 254.170139748581 NA NA NA NA 5028.8758518757 0 3.6310019964083 0.0364135587997688
"2409" "10NSgib6" "Sgib" "Emergent" 5.857216667 117.9528833 605486.9626 647510.5497 605182.9236 647449.8647 32 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 105 1 0 1 "0" 0 1265.2473 461.2901 279.108424103113 20 50 87 29 11153.9656937157 186 2.65817546764869 0.0371460717915979
"2410" "10NSgib7" "Sgib" "Emergent" 5.857083333 117.9528333 605481.452 647495.7994 605177.413 647435.1144 28 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 75 1 0 NA "DEAD2015" 1 1259.7367 446.5398 89.9528785178091 NA NA NA NA 5625.23811791755 0 1.19937171357079 0.0137169106732589
"2411" "10NSgib8" "Sgib" "Emergent" 5.856933333 117.95245 605439.0438 647479.1439 605135.0048 647418.4589 21.27352 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 85 1 0 0 "0" 0 1217.3285 429.8843 23.2758024508682 NA NA NA NA 7225.00000000013 0 0.273832970010214 0.00341421436912422
"2412" "10NSgib9" "Sgib" "Emergent" 5.85695 117.9529167 605490.7105 647481.0742 605186.6715 647420.3892 13 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 95 1 0 1 "0" 0 1268.9952 431.8146 64.0675226129703 NA NA NA NA 9025.04138068396 0 0.674394974873372 0.00864421243448037
"2413" "10OSgib1" "Sgib" "Emergent" 5.858216667 117.9542833 605641.7729 647621.3697 605337.7339 647560.6847 25.88876 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 59 0 1 0 "0" 0 1420.0576 572.1101 11.311621424422 NA NA NA NA 2.20062513637184e-12 0 0.191722397024102 0.00251516354411799
"2414" "10OSgib2" "Sgib" "Emergent" 5.857683333 117.9534333 605547.7671 647562.2462 605243.7281 647501.5612 37 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 79.4 1 0 0 "0" 0 1326.0518 512.9866 16.8189811611746 NA NA NA NA 6304.36000000014 0 0.211825959208748 0.00269214338309385
"2415" "10OSgib3" "Sgib" "Emergent" 5.857183333 117.9536167 605568.1658 647507.0023 605264.1268 647446.3173 24 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 123.6 1 0 1 "0" 0 1346.4505 457.7427 22.6413615394733 NA NA NA NA 15276.9600000001 0 0.18318253672713 0.00247341930521256
"2416" "10OSgib4" "Sgib" "Emergent" 5.857483333 117.95365 605571.7962 647540.1756 605267.7572 647479.4906 27.05627 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 61 0 0 1 "0" 0 1350.0809 490.916 20.5079996602717 NA NA NA NA 1.40883196082867e-06 0 0.336196715742159 0.00388622531858179
"2417" "10QSgib1" "Sgib" "Emergent" 5.857083333 117.9583333 606090.374 647496.8358 605786.335 647436.1508 19 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 50 1 0 1 "0" 0 1868.6587 447.5762 0.880372968383124 1 12 1 0 2500 14 0.0176074593676625 0.000208705418160847
"2418" "11KS??1" "Sgib" "Emergent" 5.8551 117.9467333 604806.4729 647275.3865 604502.4339 647214.7015 23 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 100 1 0 0 "0" 0 584.7576 226.1269 8.97364658848138 NA NA NA NA 10000 0 0.0897364658848138 0.000958953568799549
"2419" "11KS??2" "Sgib" "Emergent" 5.8557 117.9468167 604815.5946 647341.736 604511.5556 647281.051 29 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 106.5 1 0 1 "0" 0 593.8793 292.4764 23.0250456952353 NA NA NA NA 11342.2506655254 0 0.216197612161834 0.00302305853951577
"2420" "11KS??3" "Sgib" "Emergent" 5.855883333 117.9469167 604826.6317 647362.0233 604522.5927 647301.3383 19 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "wet" 56 1 0 1 "0" 0 604.9164 312.7637 16.5777760713584 NA NA NA NA 3136.00066552528 0 0.296031715559972 0.00295403290228427
"2421" "11KS??4" "Sgib" "Emergent" 5.85545 117.94715 604852.5419 647314.1591 604548.5029 647253.4741 23.97494 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 115 1 0 1 "0" 0 630.8266 264.8995 15.4395010469579 NA NA NA NA 13225.0000000002 0 0.134256530843112 0.00156461843113325
"2422" "11KS??6" "Sgib" "Emergent" 5.856233333 117.9475167 604892.9943 647400.8301 604588.9553 647340.1451 28.48948 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 60.7 0 0 0 "0" 0 671.279 351.5705 13.6694286173912 NA NA NA NA 0.00223046631172167 0 0.225196517584699 0.00333168510850527
"2423" "11KS??7" "Sgib" "Emergent" 5.8562 117.9473333 604872.6957 647397.1107 604568.6567 647336.4257 34.65381 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 59.9 1 0 0 "0" 0 650.9804 347.8511 5.56046474157787 NA NA NA NA 3588.01 0 0.0928291275722515 0.00109785779923225
"2424" "11KS??8" "Sgib" "Emergent" 5.8566 117.9468167 604815.4268 647441.2368 604511.3878 647380.5518 26 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 53 0 0 0 "0" 0 593.7115 391.9772 3.57922978549709 NA NA NA NA 5.49683803792736e-19 0 0.0675326374622092 0.000851545490391935
"2425" "11KS??9" "Sgib" "Emergent" 5.856633333 117.94815 604963.0341 647445.1711 604658.9951 647384.4861 19 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "wet" 85 1 0 0 "0" 0 741.3188 395.9115 20.3432104506 NA NA NA NA 7225.0042744384 0 0.239331887654117 0.00297488487718561
"2426" "11LS??1" "Sgib" "Emergent" 5.855366667 117.9488 605035.2342 647305.2544 604731.1952 647244.5694 25.43121 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 66 1 0 0 "0" 0 813.5189 255.9948 4.5342897203888 NA NA NA NA 4356 0 0.0687013593998303 0.000764899669486158
"2427" "11LS??3" "Sgib" "Emergent" 5.856 117.9485833 605011.1244 647375.233 604707.0854 647314.548 34.46728 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 80.1 0 0 0 "0" 0 789.4091 325.9734 7.11236722163148 NA NA NA NA 2.77221710013919e-19 0 0.0887935982725528 0.00109259958908134
"2428" "11LS??4" "Sgib" "Emergent" 5.856166667 117.9493 605090.4413 647393.7932 604786.4023 647333.1082 32 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 83.5 0 0 0 "0" 0 868.726 344.5336 26.3623800969955 NA NA NA NA 0.0554250413550518 0 0.315717126910126 0.00434918371658384
"2429" "11LS??5" "Sgib" "Emergent" 5.856316667 117.9492833 605088.5643 647410.3736 604784.5253 647349.6886 39 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 70 1 0 0 "0" 0 866.849 361.114 4.41999979708423 NA NA NA NA 4900 0 0.0631428542440604 0.000740713505446451
"2430" "11MSgib1" "Sgib" "Emergent" 5.85525 117.9505333 605227.1553 647292.6807 604923.1163 647231.9957 25 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 69.8 1 0 0 "0" 0 1005.44 243.4211 5.86385405472819 5 16 8 10 4872.04 39 0.0840093704115787 0.00108566725984221
"2431" "11MSgib2" "Sgib" "Emergent" 5.855633333 117.9507833 605254.7619 647335.1075 604950.7229 647274.4225 26 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 50 1 0 0 "0" 0 1033.0466 285.8479 4.99399899788051 NA NA NA NA 2500 0 0.0998799799576103 0.00118783059468376
"2432" "11MSgib3" "Sgib" "Emergent" 5.856416667 117.9514833 605332.1144 647421.8415 605028.0754 647361.1565 18.09368 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 125 1 1 0 "0" 0 1110.3991 372.5819 39.2926594424717 NA NA NA NA 15625.0069149195 0 0.314341275539773 0.00365356848197678
"2433" "11MSgib4" "Sgib" "Emergent" 5.85645 117.9513 605311.8144 647425.4923 605007.7754 647364.8073 32 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 89.5 1 0 1 "0" 0 1090.0991 376.2327 35.1380060651746 1 1 1 1 8010.25691491953 4 0.392603419722621 0.0035830709893163
"2434" "11NSgib1" "Sgib" "Emergent" 5.856533333 117.9530833 605509.2335 647435.0402 605205.1945 647374.3552 21.13776 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 90 1 0 1 "0" 0 1287.5182 385.7806 52.1803251414577 16 27 11 15 8100.64771186724 69 0.579781390460641 0.00879359302437506
"2435" "11NSgib2" "Sgib" "Emergent" 5.85655 117.9527667 605474.1786 647436.8233 605170.1396 647376.1383 11 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 57.9 1 0 0 "0" 0 1252.4633 387.5637 19.441612064436 NA NA NA NA 3352.41000015035 0 0.335779137555027 0.00414517119433289
"2436" "11NSgib3" "Sgib" "Emergent" 5.85665 117.9531 605511.0605 647447.9416 605207.0215 647387.2566 24 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 60.2 1 0 0 "0" 0 1289.3452 398.682 47.9867692190602 NA NA NA NA 3624.68771174587 0 0.797122412276748 0.00922291563521005
"2437" "11NSgib4" "Sgib" "Emergent" 5.856383333 117.95235 605428.0757 647418.3189 605124.0367 647357.6339 16.14134 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 68.2 1 0 0 "0" 0 1206.3604 369.0593 12.1676744148523 0 0 0 0 4651.24000000001 0 0.178411648311618 0.0022101826155185
"2438" "12JSgib1" "Sgib" "Emergent" 5.853666667 117.94525 604642.5188 647116.6457 604338.4798 647055.9607 36 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 72.5 1 0 0 "0" 0 420.8035 67.3861 3.19004896360281 NA NA NA NA 5256.25000000001 0 0.0440006753600388 0.000585210619738949
"2439" "12JSgib2" "Sgib" "Emergent" 5.85335 117.9455667 604677.6407 647081.6952 604373.6017 647021.0102 31 "A1" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 69 1 0 0 "0" 0 455.9254 32.4356 3.15965809963621 7 5 25 20 4761.00000000001 57 0.0457921463715392 0.00058900458967999
"2440" "12LSgib1" "Sgib" "Emergent" 5.853916667 117.94985 605151.7542 647145.1439 604847.7152 647084.4589 21.84167 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 133 1 0 1 "0" 0 930.0389 95.8843 48.80367011953 NA NA NA NA 17689.0014889425 0 0.366944888116767 0.00315764963596892
"2441" "12LSgib2" "Sgib" "Emergent" 5.85405 117.94955 605118.5152 647159.8286 604814.4762 647099.1436 23.92378 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 110 1 0 1 "0" 0 896.7999 110.569 23.7178858555414 NA NA NA NA 12100.0000001684 0 0.215617144141285 0.0018892366345275
"2442" "12LSgib3" "Sgib" "Emergent" 5.854216667 117.9488167 605037.2979 647178.1175 604733.2589 647117.4325 26.89663 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 84 1 0 0 "0" 0 815.5826 128.8579 192.672138685309 14 15 40 50 7117.42568177622 119 2.29371593672987 0.0191125893374121
"2443" "12LSgib4" "Sgib" "Emergent" 5.854283333 117.9488167 605037.2854 647185.4879 604733.2464 647124.8029 28.87759 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 121 1 0 0 "0" 0 815.5701 136.2283 195.104255845228 NA NA NA NA 14702.4256817762 0 1.61243186648948 0.0191151752006527
"2444" "12LSgib5" "Sgib" "Emergent" 5.85305 117.9494833 605111.3175 647049.2596 604807.2785 646988.5746 14 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 55 1 0 1 "0" 0 889.6022 0 3.1883758716546 8 22 1 9 3025 40 0.05797047039372 0.000564595075155256
"2445" "12MSgib1" "Sgib" "Emergent" 5.854066667 117.95 605168.3332 647161.7555 604864.2942 647101.0705 27 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 130 1 1 1 "0" 0 946.6179 112.4959 43.1435713408092 16 7 4 10 16900.0014887741 37 0.331873625698533 0.00278397388044319
"2446" "12NSgib1" "Sgib" "Emergent" 5.853388889 117.9530278 605503.6788 647087.3905 605199.6398 647026.7055 4 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "wet" 84.5 1 0 1 "0" 0 1281.9635 38.1309 4.19737478634405 0 0 0 0 7140.25 0 0.0496730743946041 0.000594691626250718
"2447" "12OSgib1" "Sgib" "Emergent" 5.853694444 117.9543056 605645.0915 647121.4118 605341.0525 647060.7268 30 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 80 1 0 1 "0" 0 1423.3762 72.1522 31.9676859688842 NA NA NA NA 6400.00599721852 0 0.399596074611053 0.00393234798418128
"2448" "12OSgib2" "Sgib" "Emergent" 5.853861111 117.9542222 605635.8266 647139.8223 605331.7876 647079.1373 25 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 120 1 1 1 "0" 0 1414.1113 90.5627 36.6258634455272 48 44 38 99 14400.0059972193 229 0.305215528712727 0.00392469415824957
"2449" "12OSgib3" "Sgib" "Emergent" 5.853611111 117.9539167 605602.0506 647112.1256 605298.0116 647051.4406 24 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 73.5 1 0 1 "0" 0 1380.3353 62.866 544.219429072739 NA NA NA NA 6001.40332857869 0 7.40434597377876 0.107818801181473
"2450" "12OSgib4" "Sgib" "Emergent" 5.853611111 117.9539444 605605.1173 647112.1309 605301.0783 647051.4459 25 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 68.3 1 0 1 "0" 0 1383.402 62.8713 544.385028465454 NA NA NA NA 5264.04332858308 0 7.97049822057765 0.107954458776528
"2451" "12PSgib1" "Sgib" "Emergent" 5.853805556 117.9561111 605844.9642 647134.0359 605540.9252 647073.3509 35 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 134 1 0 1 "0" 0 1623.2489 84.7763 11.4693717303537 16 32 59 29 17956 136 0.085592326345923 0.000859470405249801
"2452" "12PSgib3" "Sgib" "Emergent" 5.853638889 117.9551667 605740.4375 647115.4319 605436.3985 647054.7469 23.63405 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 60 1 0 0 "0" 0 1518.7222 66.1723 4.0800682065875 NA NA NA NA 3600 0 0.0680011367764583 0.000721227970465583
"2453" "12PSgib4" "Sgib" "Emergent" 5.854055556 117.9566667 605906.4297 647161.7798 605602.3907 647101.0948 37.07014 "A2" "Shorea_gibbosa" 50 0.41 0.378690631 "dry" 173 1 0 1 "0" 0 1684.7144 112.5202 24.5392847650355 NA NA NA NA 29929.0000000959 0 0.141845576676506 0.00177387823354488
