"tree" "sp" "type" "Y" "X" "X50N" "Y50N" "X50Nc" "Y50Nc" "elev" "side" "fullname" "mlim" "dden" "fsen" "habit" "DBH" "FL2010" "FL2014" "FL2015" "dead" "mort" "Xm" "Ym" "Sum_FF" "Q1" "Q2" "Q3" "Q4" "halfLife" "seedlings" "Sum_FF2" "Sum_FF3"
"478" "12NDhum1" "Dhum" "Emergent" 5.853694444 117.9521667 605408.286 647121.01 605104.247 647060.325 5 "A2" "Dipterocarpus_humeratus" 50 0.63 NA "wet" 47.7 0 0 0 "0" 0 1186.5707 71.7504 0.211357731913279 NA NA NA NA 7.28976586094207e-143 0 0.0044309797046809 4.77859130440143e-05
"479" "8KDhum1" "Dhum" "Emergent" 5.861083333 117.9467167 604803.5194 647936.8797 604499.4804 647876.1947 20 "A1" "Dipterocarpus_humeratus" 50 0.63 NA "dry" 125 1 1 1 "0" 0 581.8041 887.6201 20.3840972413028 0 0 0 0 15625.0001128696 0 0.163072777930422 0.00150023144542676
"480" "8KDhum2" "Dhum" "Emergent" 5.861016667 117.94695 604829.361 647929.5529 604525.322 647868.8679 16 "A1" "Dipterocarpus_humeratus" 50 0.63 NA "wet" 110 1 0 1 "0" 0 607.6457 880.2933 20.2618077863424 0 1 0 4 12100.0001128696 5 0.184198252603113 0.00150247576187922
"481" "8MDhum1" "Dhum" "Emergent" 5.860716667 117.9512833 605309.166 647897.1975 605005.127 647836.5125 28.60653 "A1" "Dipterocarpus_humeratus" 50 0.63 NA "dry" 135 1 0 0 "0" 0 1087.4507 847.9379 2.80412776188019 0 0 0 1 18225 1 0.0207713167546681 0.00020690724577584
"482" "8NDhum1" "Dhum" "Emergent" 5.861266667 117.9521 605399.4815 647958.1571 605095.4425 647897.4721 27 "A1" "Dipterocarpus_humeratus" 50 0.63 NA "dry" 105 1 1 1 "0" 0 1177.7662 908.8975 2.04966099070599 1 0 0 0 11025 1 0.0195205808638666 0.00016668256851571
"483" "8NDhum2" "Dhum" "Emergent" 5.8616 117.9527833 605475.0686 647995.1377 605171.0296 647934.4527 27 "A1" "Dipterocarpus_humeratus" 50 0.63 NA "dry" 79 0 0 1 "0" 0 1253.3533 945.8781 2.03423653082247 NA NA NA NA 3.86888580535765e-22 0 0.0257498295040819 0.000239059075680341
"484" "8NDhum3" "Dhum" "Emergent" 5.860566667 117.9523833 605430.9776 647880.8206 605126.9386 647820.1356 26 "A1" "Dipterocarpus_humeratus" 50 0.63 NA "dry" 65 0 1 1 "0" 0 1209.2623 831.561 2.19900173259148 NA NA NA NA 4.97573096324253e-22 0 0.0338307958860228 0.000310108621186404
"485" "8ODhum1" "Dhum" "Emergent" 5.86145 117.9545667 605672.5408 647978.8898 605368.5018 647918.2048 20.89013 "A2" "Dipterocarpus_humeratus" 50 0.63 NA "dry" 64.9 0 0 1 "0" 0 1450.8255 929.6302 2.13778320531524 NA NA NA NA 1.63547676527832e-17 0 0.0329396487721916 0.000265383120566346
"486" "8ODhum2" "Dhum" "Emergent" 5.860866667 117.9547833 605696.6308 647914.4392 605392.5918 647853.7542 27.1392 "A2" "Dipterocarpus_humeratus" 50 0.63 NA "dry" 130 1 1 1 "0" 0 1474.9155 865.1796 0.68093027459109 1 1 1 5 16900 8 0.00523792518916223 5.22305470538722e-05
"487" "8ODhum3" "Dhum" "Emergent" 5.860366667 117.9549833 605718.8674 647859.1986 605414.8284 647798.5136 17.68359 "A2" "Dipterocarpus_humeratus" 50 0.63 NA "dry" 40 0 0 0 "0" 0 1497.1521 809.939 1.66287523434253 NA NA NA NA 6.16884040811308e-15 0 0.0415718808585632 0.00033143946388087
"488" "9HDhum01" "Dhum" "Emergent" 5.858633333 117.9420833 604291.0014 647665.1531 603986.9624 647604.4681 18 "A1" "Dipterocarpus_humeratus" 50 0.63 NA "wet" 106 1 1 NA "0" 0 69.2861 615.8935 6.13033744524518 0 1 0 1 11236 2 0.0578333721249545 0.000618587078806978
"489" "9IDhum01" "Dhum" "Emergent" 5.858566667 117.9439333 604495.8317 647658.1269 604191.7927 647597.4419 33.3013 "A1" "Dipterocarpus_humeratus" 50 0.63 NA "dry" 120 1 0 1 "0" 0 274.1164 608.8673 4.70463513662985 0 0 0 0 14400 0 0.0392052928052488 0.000479313577508968
"490" "9IDhum02" "Dhum" "Emergent" 5.8593 117.9451333 604628.5501 647739.4252 604324.5111 647678.7402 14 "A1" "Dipterocarpus_humeratus" 50 0.63 NA "wet" 70 1 0 0 "0" 0 406.8348 690.1656 3.86812428522912 NA NA NA NA 4900.00000000009 0 0.055258918360416 0.000671449919046588
"491" "9IDhum03" "Dhum" "Emergent" 5.859033333 117.9448167 604593.5483 647709.8844 604289.5093 647649.1994 21 "A1" "Dipterocarpus_humeratus" 50 0.63 NA "dry" 75 1 0 1 "0" 0 371.833 660.6248 4.38518560534181 0 0 0 0 5625.00000000009 0 0.0584691414045575 0.000725740391907515
"492" "9IDhum04" "Dhum" "Emergent" 5.8586 117.9432333 604418.3268 647661.6818 604114.2878 647600.9968 15 "A1" "Dipterocarpus_humeratus" 50 0.63 NA "wet" 80 1 0 0 "0" 0 196.6115 612.4222 4.03128081964462 0 0 0 0 6400 0 0.0503910102455577 0.00050730647575249
"493" "9JDhum1" "Dhum" "Emergent" 5.859816667 117.94545 604663.5165 647796.6051 604359.4775 647735.9201 16 "A1" "Dipterocarpus_humeratus" 50 0.63 NA "wet" 53 0 0 0 "0" 0 441.8012 747.3455 2.10032592579513 NA NA NA NA 2.47285671627321e-17 0 0.0396287910527383 0.000478805923256416
"494" "9JDkun1" "Dhum" "Emergent" 5.858466667 117.9452333 604639.7765 647647.3135 604335.7375 647586.6285 16 "A1" "Dipterocarpus_humeratus" 50 0.63 NA "wet" 45.5 0 NA 0 "0" 0 418.0612 598.0539 1.87939559455892 NA NA NA NA 1.30094589982141e-20 0 0.0413053976826137 0.000493374049481256
"495" "9LDHUM1" "Dhum" "Emergent" 5.858566667 117.94855 605006.9582 647658.9886 604702.9192 647598.3036 22.98665 "A1" "Dipterocarpus_humeratus" 50 0.63 NA "dry" 120 1 1 0 "0" 0 785.2429 609.729 13.6294040393102 5 5 1 3 14400 14 0.113578366994252 0.00106823901835887
"496" "9MDhum1" "Dhum" "Emergent" 5.858833333 117.9515667 605340.8949 647689.0356 605036.8559 647628.3506 39 "A2" "Dipterocarpus_humeratus" 50 0.63 NA "dry" 81 1 0 1 "0" 0 1119.1796 639.776 1.78883440052731 0 1 0 1 6561 2 0.0220843753151519 0.00021440423191512
"497" "9MDhum2" "Dhum" "Emergent" 5.85905 117.9504 605211.686 647712.7707 604907.647 647652.0857 37 "A1" "Dipterocarpus_humeratus" 50 0.63 NA "dry" 120 1 NA NA "DEAD2012" 1 989.9707 663.5111 3.66343321853413 1 2 0 0 14400 3 0.0305286101544511 0.000342442897057859
"498" "9NDhum1" "Dhum" "Emergent" 5.858716667 117.95205 605394.4242 647676.2282 605090.3852 647615.5432 22 "A2" "Dipterocarpus_humeratus" 50 0.63 NA "dry" 69.4 0 0 1 "0" 0 1172.7089 626.9686 2.9419809334215 NA NA NA NA 1.51745438257422e-13 0 0.0423916561011743 0.000482998897659829
"499" "9NDhum2" "Dhum" "Emergent" 5.8588 117.9530833 605508.808 647685.6354 605204.769 647624.9504 42 "A2" "Dipterocarpus_humeratus" 50 0.63 NA "dry" 53.2 0 0 0 "0" 0 1287.0927 636.3758 0.698693191993155 NA NA NA NA 1.1944129515391e-47 0 0.0131333306765631 0.000133579809167258
"500" "9NDhum3" "Dhum" "Emergent" 5.85975 117.9528667 605484.6493 647790.6235 605180.6103 647729.9385 23 "A2" "Dipterocarpus_humeratus" 50 0.63 NA "dry" 100 0 0 0 "0" 0 1262.934 741.3639 1.69568187940575 NA NA NA NA 8.30402825103605e-50 0 0.0169568187940575 0.000163748469013695
"501" "9ODhum1" "Dhum" "Emergent" 5.85985 117.9546167 605678.3774 647802.0085 605374.3384 647741.3235 32 "A2" "Dipterocarpus_humeratus" 50 0.63 NA "dry" 56.9 0 0 0 "0" 0 1456.6621 752.7489 0.895641328993942 NA NA NA NA 3.80973545492655e-31 0 0.0157406208962028 0.000134884862479365
"502" "10JDker1" "Dker" "Subcanopy" 5.857066667 117.9458667 604710.1626 647492.6526 604406.1236 647431.9676 22 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 86 1 1 1 "0" 0 488.4473 443.393 7.108981239003 0 0 4 5 7396 9 0.0826625725465466 0.00110909532390824
"503" "10KDker1" "Dker" "Subcanopy" 5.85735 117.94735 604874.3301 647524.2538 604570.2911 647463.5688 23 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 56 0 0 0 "0" 0 652.6148 474.9942 11.4172473113092 NA NA NA NA 5.68304553203783e-08 0 0.203879416273378 0.00214191150385914
"504" "10KDker2" "Dker" "Subcanopy" 5.857 117.9480333 604950.0455 647485.6867 604646.0065 647425.0017 29 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 90 1 0 0 "0" 0 728.3302 436.4271 12.5784472349975 NA NA NA NA 8100 0 0.139760524833306 0.00177734762477962
"505" "10KDker3" "Dker" "Subcanopy" 5.857683333 117.9473667 604876.1168 647561.109 604572.0778 647500.424 27 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 130 1 0 0 "0" 0 654.4015 511.8494 17.1378786267894 5 1 1 1 16900.0000000505 8 0.131829835590688 0.00170252938605124
"506" "10KDker4" "Dker" "Subcanopy" 5.858016667 117.9474333 604883.4281 647597.9737 604579.3891 647537.2887 21 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 80 1 0 0 "0" 0 661.7128 548.7141 12.5146246043696 NA NA NA NA 6400.00000005053 0 0.15643280755462 0.00157039200755703
"507" "10KDker5" "Dker" "Subcanopy" 5.857733333 117.9472333 604861.3384 647566.6119 604557.2994 647505.9269 27 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 75 0 0 0 "0" 0 639.6231 517.3523 48.5407665944583 NA NA NA NA 0.174524327782928 0 0.647210221259443 0.00563106420319781
"508" "10LDKER1" "Dker" "Subcanopy" 5.856766667 117.9486 605012.8301 647459.9962 604708.7911 647399.3112 24 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 93 1 0 0 "0" 0 791.1148 410.7366 26.083309292498 0 1 0 0 8649.00003034007 1 0.280465691317183 0.00359657918200147
"509" "10LDKER11" "Dker" "Subcanopy" 5.857683333 117.94865 605018.1945 647561.349 604714.1555 647500.664 28.09536 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 55 0 0 0 "0" 0 796.4792 512.0894 10.7620382008503 NA NA NA NA 6.2849079702023e-09 0 0.195673421833641 0.00268187352373225
"510" "10LDKER12" "Dker" "Subcanopy" 5.858033333 117.9486667 605019.978 647600.0469 604715.939 647539.3619 28 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 52.3 1 0 0 "0" 0 798.2627 550.7873 8.14474794532632 NA NA NA NA 2735.29000000217 0 0.155731318266278 0.00197380440449376
"511" "10LDKER2" "Dker" "Subcanopy" 5.856533333 117.9488333 605038.703 647434.2432 604734.664 647373.5582 37 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 118.4 1 0 0 "0" 0 816.9877 384.9836 26.0303748756668 NA NA NA NA 14018.5600001243 0 0.219851139152591 0.00297393552191681
"512" "10LDKER3" "Dker" "Subcanopy" 5.8574 117.9494667 605108.6666 647530.1775 604804.6276 647469.4925 35 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 122 1 0 0 "0" 0 886.9513 480.9179 133.851807057667 NA NA NA NA 14897.4443042281 0 1.09714595948908 0.0163592086471858
"513" "10LDKER4" "Dker" "Subcanopy" 5.8574 117.94955 605117.8889 647530.1931 604813.8499 647469.5081 36 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 65.8 1 0 0 "0" 0 896.1736 480.9335 123.926639102608 NA NA NA NA 4343.16385244944 0 1.88338357298796 0.0181552383753158
"514" "10LDKER5" "Dker" "Subcanopy" 5.857533333 117.9496 605123.3996 647544.9433 604819.3606 647484.2583 34 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 70.2 1 0 0 "0" 0 901.6843 495.6837 54.1745462364167 NA NA NA NA 4928.12855642058 0 0.771717182854939 0.00965403344684646
"515" "10LDKER6" "Dker" "Subcanopy" 5.8578 117.9494833 605110.4296 647574.4032 604806.3906 647513.7182 31.01083 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 57.5 1 0 NA "0" 0 888.7143 525.1436 19.3846108847596 8 3 3 8 3306.25000082515 22 0.337123667561037 0.00436106828306235
"516" "10LDKER7" "Dker" "Subcanopy" 5.857766667 117.9499 605156.5698 647570.7961 604852.5308 647510.1111 33 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 56.1 1 0 0 "0" 0 934.8545 521.5365 670.548247700751 NA NA NA NA 3882.15188413688 0 11.9527316880704 0.149587993163323
"517" "10LDKER8" "Dker" "Subcanopy" 5.85775 117.9499167 605158.4219 647568.9566 604854.3829 647508.2716 32.98246 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 80 1 0 0 "0" 0 936.7066 519.697 675.283938649638 NA NA NA NA 7134.94188413692 0 8.44104923312048 0.149523808495605
"518" "10LDKER9" "Dker" "Subcanopy" 5.857916667 117.9490167 605058.7492 647587.2142 604754.7102 647526.5292 36.89216 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 81.6 1 0 0 "0" 0 837.0339 537.9546 15.0318511149044 NA NA NA NA 6658.56000000217 0 0.184213861702259 0.00262059873049931
"519" "10MDker1" "Dker" "Subcanopy" 5.858283333 117.9509333 605270.8726 647628.1106 604966.8336 647567.4256 36.08126 "A2" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 52 0 0 0 "0" 0 1049.1573 578.851 10.2276301680631 NA NA NA NA 2.76441515901629e-10 0 0.196685195539676 0.00258892692642942
"520" "11HDKER1" "Dker" "Subcanopy" 5.85555 117.9418 604260.2084 647324.2185 603956.1694 647263.5335 31 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 45.8 1 0 NA "0" 0 38.4931 274.9589 1.12526543379228 13 13 19 8 2097.64 53 0.0245691142749406 0.000382636553693454
"521" "11HDKER2" "Dker" "Subcanopy" 5.85545 117.9417667 604256.5402 647313.1567 603952.5012 647252.4717 33 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 76.2 0 0 NA "0" 0 34.8249 263.8971 27.758067004078 NA NA NA NA 1.0828618149642 0 0.364279094541706 0.00779187359049153
"522" "11JDKER1" "Dker" "Subcanopy" 5.855366667 117.94495 604608.9885 647304.5357 604304.9495 647243.8507 28 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 39.2 0 0 0 "0" 0 387.2732 255.2761 5.0576042224898 NA NA NA NA 3.6707416561066e-18 0 0.129020515879842 0.0018174204005903
"523" "11JDKER10" "Dker" "Subcanopy" 5.855616667 117.9463167 604760.2536 647332.4297 604456.2146 647271.7447 17 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "wet" 102.5 0 0 0 "0" 0 538.5383 283.1701 35.7378838624942 NA NA NA NA 4.60168360152548e-05 0 0.348662281585309 0.00502917248038019
"524" "11JDKER11" "Dker" "Subcanopy" 5.8554 117.9462 604747.3737 647308.4539 604443.3347 647247.7689 26 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 70 1 0 0 "0" 0 525.6584 259.1943 61.1620472303339 NA NA NA NA 4900.28646536071 0 0.873743531861913 0.0127524282838324
"525" "11JDKER12" "Dker" "Subcanopy" 5.8553 117.9461167 604738.1699 647297.3828 604434.1309 647236.6978 26.60952 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 75 1 0 0 "0" 0 516.4546 248.1232 90.3791736409058 NA NA NA NA 5626.16129325203 0 1.20505564854541 0.0185147320766353
"526" "11JDKER13" "Dker" "Subcanopy" 5.85525 117.9462167 604749.2506 647291.8736 604445.2116 647231.1886 30 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 65 1 0 0 "0" 0 527.5353 242.614 76.2530135892648 NA NA NA NA 4225.96111656685 0 1.17312328598869 0.0172058870226809
"527" "11JDKER14" "Dker" "Subcanopy" 5.85515 117.9459167 604716.0552 647280.762 604412.0162 647220.077 27 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 45.5 0 0 0 "0" 0 494.3399 231.5024 405.11387546822 NA NA NA NA 391.244723139397 0 8.90360165864221 0.164780992483597
"528" "11JDKER15" "Dker" "Subcanopy" 5.855683333 117.9458167 604704.8846 647339.7067 604400.8456 647279.0217 23.95306 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 82.4 1 0 0 "0" 0 483.1693 290.4471 17.1021947610942 0 3 1 1 6789.76 5 0.207550907294833 0.0030377273619445
"529" "11JDKER16" "Dker" "Subcanopy" 5.855733333 117.9459833 604723.3201 647345.2656 604419.2811 647284.5806 28 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 49 0 0 0 "0" 0 501.6048 296.006 21.7763942273867 NA NA NA NA 0.00645180552231133 0 0.444416208722178 0.00593463722845043
"530" "11JDKER17" "Dker" "Subcanopy" 5.856483333 117.9457 604691.8154 647428.1301 604387.7764 647367.4451 22 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 73 1 0 0 "0" 0 470.1001 378.8705 7.57618430991991 NA NA NA NA 5329 0 0.103783346711232 0.00138109559499084
"531" "11JDKER18" "Dker" "Subcanopy" 5.856733333 117.9466167 604793.2594 647455.9403 604489.2204 647395.2553 22 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 72 1 0 0 "0" 0 571.5441 406.6807 9.42151696919541 NA NA NA NA 5184 0 0.130854402349936 0.00165687827485864
"532" "11JDKER2" "Dker" "Subcanopy" 5.855466667 117.9450833 604623.728 647315.6162 604319.689 647254.9312 26 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 57 0 0 0 "0" 0 402.0127 266.3566 7.58592397090113 NA NA NA NA 1.72441246934559e-22 0 0.133086385454406 0.00187163440222967
"533" "11JDKER3" "Dker" "Subcanopy" 5.855016667 117.9459 604714.2312 647266.0181 604410.1922 647205.3331 29 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 95 1 0 0 "0" 0 492.5159 216.7585 118.735811314489 NA NA NA NA 9025.99648084616 0 1.24985064541567 0.0224511861718197
"534" "11JDKER4" "Dker" "Subcanopy" 5.855133333 117.9459333 604717.8962 647278.9224 604413.8572 647218.2374 28 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 52.2 1 0 0 "0" 0 496.1809 229.6628 75.5629652588582 NA NA NA NA 2725.66212975994 0 1.44756638426931 0.0208802987640472
"535" "11JDKER5" "Dker" "Subcanopy" 5.85505 117.9460167 604727.1452 647269.725 604423.1062 647209.04 31 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 59.5 1 0 0 "0" 0 505.4299 220.4654 118.353396714336 NA NA NA NA 3541.73724049302 0 1.98913271788799 0.0328648453284418
"536" "11JDKER6" "Dker" "Subcanopy" 5.854966667 117.94615 604741.9188 647260.5369 604437.8798 647199.8519 22.77964 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 46.7 1 0 0 "0" 0 520.2035 211.2773 164.58627330323 NA NA NA NA 2259.95146379897 0 3.52433133411626 0.0586681476951623
"537" "11JDKER7" "Dker" "Subcanopy" 5.855033333 117.94625 604752.9777 647267.9259 604448.9387 647207.2409 23 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 43.3 0 0 0 "0" 0 531.2624 218.6663 78.7812291350664 NA NA NA NA 9.00002514235017 0 1.81942792459738 0.0306183771135349
"538" "11JDKER8" "Dker" "Subcanopy" 5.855083333 117.9461167 604738.2103 647273.4288 604434.1713 647212.7438 31 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 61 0 0 0 "0" 0 516.495 224.1692 128.653980764633 NA NA NA NA 2.45581790404973 0 2.10908165187924 0.0356251871264595
"539" "11JDKER9" "Dker" "Subcanopy" 5.855216667 117.9464167 604771.3994 647288.2257 604467.3604 647227.5407 21.93577 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 34 0 0 0 "0" 0 549.6841 238.9661 17.8631236830608 NA NA NA NA 0.000387464236187683 0 0.525385990678259 0.00805847607279511
"540" "11KDKER1" "Dker" "Subcanopy" 5.856016667 117.9471333 604850.5873 647376.8047 604546.5483 647316.1197 29 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 43.5 0 0 0 "0" 0 628.872 327.5451 12.8343459013779 NA NA NA NA 3.17464735370686e-05 0 0.295042434514435 0.00387572966341232
"541" "11KDKER2" "Dker" "Subcanopy" 5.856416667 117.9473167 604870.8175 647421.0615 604566.7785 647360.3765 23.9771 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 75 1 0 1 "0" 0 649.1022 371.8019 18.7459624653846 0 0 0 0 5625.00000387367 0 0.249946166205129 0.00300204491965817
"542" "11KDKER3" "Dker" "Subcanopy" 5.856466667 117.94735 604874.4949 647426.5956 604570.4559 647365.9106 22.54376 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 69 0 0 0 "0" 0 652.7796 377.336 131.640946044224 NA NA NA NA 51.7264978619767 0 1.90783979774237 0.0251860029807912
"543" "11KDKER4" "Dker" "Subcanopy" 5.856333333 117.94705 604841.3059 647411.7986 604537.2669 647351.1136 27 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 105 1 0 0 "0" 0 619.5906 362.539 72.1185141265775 NA NA NA NA 11027.8382619269 0 0.68684299168169 0.0103377328872136
"544" "11KDKER5" "Dker" "Subcanopy" 5.856233333 117.9470333 604839.4756 647400.7398 604535.4366 647340.0548 24 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 64 1 1 0 "0" 0 617.7603 351.4802 63.1375166641483 NA NA NA NA 4098.83825810793 0 0.986523697877317 0.00999335056648228
"545" "11KDKER6" "Dker" "Subcanopy" 5.856566667 117.9468167 604815.433 647437.5516 604511.394 647376.8666 25.3526 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 49.5 0 0 0 "0" 0 593.7177 388.292 15.0079234027436 NA NA NA NA 7.6449403477593e-06 0 0.303190371772598 0.00385535745049622
"546" "11LDKER1" "Dker" "Subcanopy" 5.856583333 117.9491833 605077.4432 647439.8366 604773.4042 647379.1516 27 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 58.3 1 0 0 "0" 0 855.7279 390.577 11.459328494515 NA NA NA NA 3398.89000001138 0 0.196557950163207 0.00219437632738538
"547" "11LDKER2" "Dker" "Subcanopy" 5.8566 117.9484167 604992.5675 647441.5358 604688.5285 647380.8508 24 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 58 1 0 0 "0" 0 770.8522 392.2762 16.6446367193783 NA NA NA NA 3364.00003022723 0 0.286976495161696 0.00320807994852596
"548" "12HDker1" "Dker" "Subcanopy" 5.85465 117.9417833 604258.5264 647224.7147 603954.4874 647164.0297 36.10257 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 46 1 0 NA "0" 0 36.8111 175.4551 14.4016655417586 0 0 0 0 2116.10019275747 0 0.313079685690405 0.00482171871255602
"549" "12HDker2" "Dker" "Subcanopy" 5.854583333 117.9416667 604245.6296 647217.3226 603941.5906 647156.6376 38.31795 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 65 1 0 NA "0" 0 23.9143 168.063 14.6721789862902 NA NA NA NA 4225.10019275747 0 0.225725830558311 0.00479733597261752
"550" "12IDker1" "Dker" "Subcanopy" 5.85495 117.9444833 604557.3962 647258.3836 604253.3572 647197.6986 25.46689 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 64.5 1 0 NA "0" 0 335.6809 209.124 5.43104693695715 0 0 0 0 4160.25 0 0.0842022780923589 0.00115834446998476
"551" "12IDker2" "Dker" "Subcanopy" 5.853433333 117.9448333 604596.4279 647090.7715 604292.3889 647030.0865 31.0194 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 70 1 0 0 "0" 0 374.7126 41.5119 7.53949370528444 0 1 0 0 4900.00000000016 1 0.107707052932635 0.00126929519586122
"552" "12JDker1" "Dker" "Subcanopy" 5.854933333 117.94605 604730.8537 647256.8329 604426.8147 647196.1479 25.03257 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 55.5 1 0 0 "0" 0 509.1384 207.5733 730.297617758217 NA NA NA NA 3697.67560266409 0 13.1585156352832 0.316312750855465
"553" "12JDker10" "Dker" "Subcanopy" 5.85355 117.9452833 604646.2272 647103.7536 604342.1882 647043.0686 30.65933 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 52.5 0 0 0 "0" 0 424.5119 54.494 45.7136827180958 NA NA NA NA 1.53971552773448 0 0.870736813678016 0.00880221383526675
"554" "12JDker11" "Dker" "Subcanopy" 5.854283333 117.94535 604653.4754 647184.8407 604349.4364 647124.1557 28 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 104 1 0 0 "0" 0 431.7601 135.5811 27.6923344048734 NA NA NA NA 10816.0000000018 0 0.266272446200706 0.00373097132849275
"555" "12JDker12" "Dker" "Subcanopy" 5.854583333 117.9451833 604634.9637 647217.9766 604330.9247 647157.2916 34 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 41 0 0 NA "0" 0 413.2484 168.717 105.267886549899 NA NA NA NA 46.4004088711078 0 2.56750942804632 0.0385690885472371
"556" "12JDker13" "Dker" "Subcanopy" 5.854633333 117.9451667 604633.1165 647223.5013 604329.0775 647162.8163 33 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 64 1 0 0 "0" 0 411.4012 174.2417 45.7309084834824 8 16 12 6 4096.37908018975 42 0.714545445054412 0.00969125505244424
"557" "12JDker14" "Dker" "Subcanopy" 5.854666667 117.9452833 604646.0195 647227.2083 604341.9805 647166.5233 33 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 65 1 0 0 "0" 0 424.3042 177.9487 105.778024915509 NA NA NA NA 4234.51555020654 0 1.62735422946936 0.0193544859667723
"558" "12JDker15" "Dker" "Subcanopy" 5.854683333 117.9453667 604655.2499 647229.0664 604351.2109 647168.3814 30 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 96 1 0 0 "0" 0 433.5346 179.8068 101.789384657131 NA NA NA NA 9225.13812686236 0 1.06030609017845 0.0159811039057141
"559" "12JDker2" "Dker" "Subcanopy" 5.855 117.9461833 604745.5993 647264.2282 604441.5603 647203.5432 23 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 62 1 0 1 "0" 0 523.884 214.9686 162.924400762283 NA NA NA NA 3922.13212031298 0 2.62781291552069 0.0520604282200547
"560" "12JDker3" "Dker" "Subcanopy" 5.854766667 117.9455833 604679.2148 647238.3199 604375.1758 647177.6349 22 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 45 0 0 0 "0" 0 457.4995 189.0603 22.3283974684654 NA NA NA NA 7.99235811958183e-05 0 0.496186610410343 0.00672519824848666
"561" "12JDker4" "Dker" "Subcanopy" 5.854683333 117.9459167 604716.1421 647229.1689 604412.1031 647168.4839 33 "A1" "Dipterocarpus_kerrii" 40 0.61 NA "dry" 55 0 0 0 "0" 0 494.4268 179.9093 26.1043575539958 NA NA NA NA 2.61774597460736e-06 0 0.474624682799924 0.00747801508632205
